,artist,title,Wonder,Transcendence,Nostalgia,Tenderness,Peacefulness,Joy,Power,Tension,Sadness,Spotify ID,Youtube ID,genre,Path
382,Beethoven,Sinfonie Nr. 7,2,3,5,3,5,1,2,1,2,,UgkxVWL1RdWZqv5Co5Obf6nvZUrtWrunrGeJ,classic,tracks/UgkxVWL1RdWZqv5Co5Obf6nvZUrtWrunrGeJ.mp3
383,Lauran Hibberd,Sugardaddy,1,2,3,3,3,5,3,2,1,6eXsSF9ufDWqnCJC4GVIsj,,pop,tracks/6eXsSF9ufDWqnCJC4GVIsj.mp3
384,Lasgo,Something,2,4,3,1,1,5,5,3,1,3e9L9HiHKcfYLAga28Vmcf,,electronic,tracks/3e9L9HiHKcfYLAga28Vmcf.mp3
385,Mariah Carey,Want You,2,2,3,3,4,3,4,2,2,0bYg9bo50gSsH3LtXe2SQn,,funk_soul,tracks/0bYg9bo50gSsH3LtXe2SQn.mp3
386,The Knife,Heartbeats,3,2,2,2,2,3,3,3,2,2YacpExEbX9tF8IbFlFOo4,,electronic,tracks/2YacpExEbX9tF8IbFlFOo4.mp3
387,Lake of Tears,So Fell Autumn Rain,2,2,2,1,1,2,4,2,2,2sXOtMnG1wfnNsNUQ6oDPR,,rock,tracks/2sXOtMnG1wfnNsNUQ6oDPR.mp3
388,Dire Straits,So Far Away,4,4,5,4,4,3,3,1,4,3pGBIgFdfdnjtHDJR4nbrR,,rock,tracks/3pGBIgFdfdnjtHDJR4nbrR.mp3
389,Joss Stone,Headturner,2,2,5,2,1,5,5,4,1,7MX14dwZzEIg84qKdlWTHv,,funk_soul,tracks/7MX14dwZzEIg84qKdlWTHv.mp3
390,Panic! at the Disco,Death of a Bachelor,2,1,2,4,3,2,1,2,1,1BECwm5qkaBwlbfo4kpYx8,,jazz,tracks/1BECwm5qkaBwlbfo4kpYx8.mp3
391,Take That,Love Ain't Here Anymore,3,2,4,4,4,1,1,1,4,1LtwwvNy05VlULpCTogigr,,pop,tracks/1LtwwvNy05VlULpCTogigr.mp3
392,Tï¿½lï¿½popmusik,Genetic World,2,2,2,1,3,2,2,2,1,0uKrhHBDUQ4w5fv4qwOubP,,electronic,tracks/0uKrhHBDUQ4w5fv4qwOubP.mp3
393,"Hamilton, Joe Frank & Reynolds",Don't Pull Your Love,2,2,3,5,4,4,2,2,1,7tJsTykoo4Jk5JguHTx9W7,,rock,tracks/7tJsTykoo4Jk5JguHTx9W7.mp3
394,Diablo Swing Orchestra,Balrog Boogie,1,2,1,1,1,4,5,4,1,65RptVLH4KdgCeEAuPS8WY,,jazz,tracks/65RptVLH4KdgCeEAuPS8WY.mp3
395,Nat King Cole,Unforgettable,4,3,5,5,5,3,1,2,3,648TTtYB0bH0P8Hfy0FmkL,,jazz,tracks/648TTtYB0bH0P8Hfy0FmkL.mp3
396,Zendaya,Only When You're Close,2,2,2,1,2,1,3,4,3,7BhxxlLcCCfvixzy8KExZv,,electronic,tracks/7BhxxlLcCCfvixzy8KExZv.mp3
397,Chris Rea,And you my love,2,1,3,5,4,2,1,2,3,7iJmWC3h8tJOCK4OzPFZ2c,,rock,tracks/7iJmWC3h8tJOCK4OzPFZ2c.mp3
398,Imagination,Music and Lights,4,3,5,5,3,5,4,1,1,3kEA66ZM9mCxwhynOxgsLh,,funk_soul,tracks/3kEA66ZM9mCxwhynOxgsLh.mp3
399,Five Star,Let Me Be The One,1,1,3,2,2,5,2,1,1,7Ly6unSf5gXUdF3S3nGlSH,,funk_soul,tracks/7Ly6unSf5gXUdF3S3nGlSH.mp3
400,Joshua Kadison,Jessie,4,3,4,5,4,2,3,2,4,4n8iSiSWRdaSeSpJMbdk9O,,pop,tracks/4n8iSiSWRdaSeSpJMbdk9O.mp3
401,Chaka Khan,So Naughty,2,2,2,3,1,4,5,2,2,1CpsuBEVGtEMR8MqoCa3gK,,funk_soul,tracks/1CpsuBEVGtEMR8MqoCa3gK.mp3
402,Bootsy Collins,I'd Rather Be With You,1,2,4,2,1,3,4,2,2,42rFOQqHmXf9IkdwVqkooK,,funk_soul,tracks/42rFOQqHmXf9IkdwVqkooK.mp3
403,Foster the People,Pumped Up Kicks,3,2,5,1,3,5,4,2,2,7w87IxuO7BDcJ3YUqCyMTT,,pop,tracks/7w87IxuO7BDcJ3YUqCyMTT.mp3
404,Chris de Burgh,The Lady in Red,5,4,5,5,5,2,2,1,5,1GeNWyZtCHbcp3ZWp8GTOO,,rock,tracks/1GeNWyZtCHbcp3ZWp8GTOO.mp3
405,Britney Spears,Where Are You Now,1,1,4,4,4,1,1,2,4,4MOBPIIRUgHTBAp0NpgLTm,,pop,tracks/4MOBPIIRUgHTBAp0NpgLTm.mp3
406,Armin van Buuren,Not Giving Up On Love,3,4,2,1,2,5,5,3,1,1frLUl7UjAs0eLL2FzJgmA,,electronic,tracks/1frLUl7UjAs0eLL2FzJgmA.mp3
407,Onuka,Vsesvit,3,2,1,2,3,4,4,1,2,0ROyrrMf9crvLUImY1SoG6,,electronic,tracks/0ROyrrMf9crvLUImY1SoG6.mp3
408,Sly & The Family Stone,(You Caught Me) Smilin',1,1,3,2,3,4,3,2,2,5XTiyBLVLjqhAGRcJBUC5F,,funk_soul,tracks/5XTiyBLVLjqhAGRcJBUC5F.mp3
409,Daddy Was A Milkman,Breathe In,3,2,3,4,5,2,1,1,2,0JD76XBC2uL6A5ZHTKIKHF,,electronic,tracks/0JD76XBC2uL6A5ZHTKIKHF.mp3
410,Gorillaz,Tomorrow Comes Today,4,4,4,2,4,4,3,1,4,3qdDjz9kOvquEFbvXBYOMQ,,electronic,tracks/3qdDjz9kOvquEFbvXBYOMQ.mp3
411,Kool & The Gang,Steppin' Out,4,3,4,3,3,5,4,2,1,05NdLBmUVkXlBpel2QR07Y,,funk_soul,tracks/05NdLBmUVkXlBpel2QR07Y.mp3
412,Adriana Calcanhotto,Devolva-me,3,2,5,4,5,1,2,2,4,5sz2LrG6jY6u7U0g2k7kws,,jazz,tracks/5sz2LrG6jY6u7U0g2k7kws.mp3
413,Michael Jackson,Ain't No Sunshine,3,2,4,3,2,3,4,2,2,6ac4lvV0LKQlbHYXJ7vTDb,,funk_soul,tracks/6ac4lvV0LKQlbHYXJ7vTDb.mp3
414,Lily Allen,Smile,3,2,5,3,5,5,2,1,2,4aR9bPMAOFySBuQSbVWF3d,,pop,tracks/4aR9bPMAOFySBuQSbVWF3d.mp3
415,Christina Aguilera,I Got Trouble,2,2,4,4,5,4,4,2,1,6eRY1OgTVUeqtyEviApFaw,,jazz,tracks/6eRY1OgTVUeqtyEviApFaw.mp3
416,Hot Chip,So Glad to See You,2,2,3,4,3,2,1,2,1,0PCYXSyESysJ1Eodxjyn9p,,electronic,tracks/0PCYXSyESysJ1Eodxjyn9p.mp3
417,Loreen,My Heart Is Refusing Me,4,3,3,1,2,5,5,3,1,0sg9jTiFokw2U15qGK7wPK,,pop,tracks/0sg9jTiFokw2U15qGK7wPK.mp3
418,Leftfield,Release the Pressure,3,2,2,2,4,5,3,2,2,6SpP5cpf4dY8AFFtXEfqmA,,electronic,tracks/6SpP5cpf4dY8AFFtXEfqmA.mp3
419,Modestep,Sunlight,1,2,1,1,1,2,3,5,1,0Ix7doBgImhoWJfDnwezP1,,electronic,tracks/0Ix7doBgImhoWJfDnwezP1.mp3
420,The Whitest Boy Alive,Keep a Secret,2,2,2,1,3,2,1,3,2,7pHWIlKBTQJM9oErC4OzSP,,pop,tracks/7pHWIlKBTQJM9oErC4OzSP.mp3
421,Patti LaBelle,Over The Rainbow,5,4,4,3,2,3,5,2,1,3e7isfNT5Z8TSms4zPkMPV,,jazz,tracks/3e7isfNT5Z8TSms4zPkMPV.mp3
422,M2M,Don't Say You Love Me,2,2,4,4,3,5,1,1,1,65i1UPsUtPlEVzewEZR6sY,,pop,tracks/65i1UPsUtPlEVzewEZR6sY.mp3
423,Billie Holiday,Lady Sings The Blues,2,2,4,4,4,1,1,1,3,6rX7Rgi2O5csTzLan7rL0c,,jazz,tracks/6rX7Rgi2O5csTzLan7rL0c.mp3
424,Sixpence None the Richer,Kiss Me,2,1,5,5,4,4,1,1,1,754kgU5rWscRTfvlsuEwFp,,pop,tracks/754kgU5rWscRTfvlsuEwFp.mp3
425,Vanessa da Mata,Eu Nï¿½o Tenho,2,1,2,3,3,3,1,1,1,3RfOd8VhrhsV7othWm5mNF,,jazz,tracks/3RfOd8VhrhsV7othWm5mNF.mp3
426,Ben E. King,Stand By Me,5,5,5,5,5,5,3,1,5,3SdTKo2uVsxFblQjpScoHy,,funk_soul,tracks/3SdTKo2uVsxFblQjpScoHy.mp3
427,Coldplay,Animals,2,2,4,2,3,1,2,4,4,59tjfzA98dum1TXhJ4XWoe,,rock,tracks/59tjfzA98dum1TXhJ4XWoe.mp3
428,Santigold,You'll Find A Way,5,3,2,1,2,5,5,4,1,1ZUj6t3goYbtWrCKFnwzIf,,electronic,tracks/1ZUj6t3goYbtWrCKFnwzIf.mp3
429,The Pointer Sisters,I'm So Excited,3,2,5,2,2,5,5,2,1,1ot6jEe4w4hYnsOPjd3xKQ,,funk_soul,tracks/1ot6jEe4w4hYnsOPjd3xKQ.mp3
430,Armin van Buuren,This Is What It Feels Like,3,3,3,3,2,4,3,2,2,5GjnIpUlLGEIYk052ISOw9,,electronic,tracks/5GjnIpUlLGEIYk052ISOw9.mp3
431,Cissy Houston,Think It Over,3,3,3,2,2,5,5,3,1,09HKieZL31JLWTb2s5tm6I,,funk_soul,tracks/09HKieZL31JLWTb2s5tm6I.mp3
432,Chris Rea,Fool (If You Think It's Over),2,2,5,4,5,5,1,1,2,0UHiH4dy1hXULYl8CgNxRV,,rock,tracks/0UHiH4dy1hXULYl8CgNxRV.mp3
433,Katy B,Katy on a Mission,2,2,1,1,1,2,4,2,1,47uhrF6IvyE2eUyyfLAEzf,,electronic,tracks/47uhrF6IvyE2eUyyfLAEzf.mp3
434,Emma Bunton,Take My Breath Away,2,1,3,5,3,2,1,1,1,0wVPsQNQ4tsjTTf2LIdOA7,,pop,tracks/0wVPsQNQ4tsjTTf2LIdOA7.mp3
435,Electric Wizard,Vinum Sabbathi,1,1,1,1,1,2,5,5,1,3d1uPNDeeceYhoNNo4pnv8,,rock,tracks/3d1uPNDeeceYhoNNo4pnv8.mp3
436,Noisestorm,Breakdown VIP,4,5,5,2,3,4,5,3,1,1wrKexsB7sCKsRyfu4J4QT,,electronic,tracks/1wrKexsB7sCKsRyfu4J4QT.mp3
437,High on Fire,Rumors of War,2,1,2,1,1,2,5,5,1,33XdEVFV3YFrKQ0y99t6Sf,,rock,tracks/33XdEVFV3YFrKQ0y99t6Sf.mp3
438,Caetano Veloso,Alexandre,2,1,2,2,2,5,2,2,1,4fpHhkV7T4WEwdkpN5tL6R,,jazz,tracks/4fpHhkV7T4WEwdkpN5tL6R.mp3
439,Oliver Cheatham,Get Down Saturday Night,3,2,2,1,2,5,4,3,1,0IZVSGXU9oBi6mbsWyLas6,,funk_soul,tracks/0IZVSGXU9oBi6mbsWyLas6.mp3
440,Bruno Mars,Just the Way You Are,3,2,5,5,3,5,3,1,2,7BqBn9nzAq8spo5e7cZ0dJ,,pop,tracks/7BqBn9nzAq8spo5e7cZ0dJ.mp3
441,Kelis,Rolling Through the Hood,1,1,3,2,4,3,3,1,2,7bjpWKh3teUpsNgdpcq7eb,,funk_soul,tracks/7bjpWKh3teUpsNgdpcq7eb.mp3
442,OutKast,Hey Ya!,2,1,5,1,2,5,5,1,1,2PpruBYCo4H7WOBJ7Q2EwM,,funk_soul,tracks/2PpruBYCo4H7WOBJ7Q2EwM.mp3
443,Lolly,Viva La Radio,3,2,4,2,2,5,4,4,1,0N08KoCLrMNg9liFPucWhU,,pop,tracks/0N08KoCLrMNg9liFPucWhU.mp3
444,Kings of Convenience,I'd Rather Dance With You,4,2,4,5,4,5,3,1,1,4hGOhC87bn7JBdYykOJJvJ,,pop,tracks/4hGOhC87bn7JBdYykOJJvJ.mp3
445,B.J. Thomas,Rock And Roll Lullaby,2,2,5,4,5,3,1,1,2,3aVNV6pawEERvfdurW66ZT,,rock,tracks/3aVNV6pawEERvfdurW66ZT.mp3
446,Princess Chelsea,When The World Turns Grey,3,4,4,3,4,1,2,2,4,3Oe4aYH6ifYIIYsX2isIR4,,electronic,tracks/3Oe4aYH6ifYIIYsX2isIR4.mp3
447,Aqua,Barbie Girl,2,3,5,1,2,5,3,1,1,2RSOzvKUnfDDrb2nQPfpQU,,pop,tracks/2RSOzvKUnfDDrb2nQPfpQU.mp3
448,Milli Vanilli,I'm Gonna Miss You,4,2,4,5,5,5,2,2,2,2dThEJP9S344qzNhePcSzj,,pop,tracks/2dThEJP9S344qzNhePcSzj.mp3
449,Bobby Womack,Woman's Gotta Have It,2,2,4,4,3,4,2,1,1,20HCbY9qPpi1H2pP2MRUWy,,funk_soul,tracks/20HCbY9qPpi1H2pP2MRUWy.mp3
450,Dido,Don't Leave Home,5,3,5,5,5,3,3,1,4,4N7e9ltiDKb19Swu2CWqMB,,pop,tracks/4N7e9ltiDKb19Swu2CWqMB.mp3
451,En Vogue,Beat of Love,2,2,1,3,3,1,1,4,1,2CHSYLRP4AQgyKV17Qc9QO,,funk_soul,tracks/2CHSYLRP4AQgyKV17Qc9QO.mp3
452,Ed Sheeran,Happier,4,2,5,4,4,1,1,2,5,2RttW7RAu5nOAfq6YFvApB,,rock,tracks/2RttW7RAu5nOAfq6YFvApB.mp3
453,Gorillaz,Feel good Inc.,5,4,3,4,4,5,4,1,1,0d28khcov6AiegSCpG5TuT,UgkxH7E3iJmQ7z_oAHV9C-z0ntbODARuTc-0,pop,tracks/UgkxH7E3iJmQ7z_oAHV9C-z0ntbODARuTc-0.mp3
454,Jamiroquai,Virtual Insanity,5,2,4,3,4,5,5,1,1,2Bxt2qamL6iu0XN0Td484J,UgkxgVQ5ux4pXyn83sb16otHzXBiTCpTh2V-,pop,tracks/UgkxgVQ5ux4pXyn83sb16otHzXBiTCpTh2V-.mp3
455,Jose Gonzales,Heartbeats,5,3,5,5,5,1,2,1,2,11X4Gw3T4hoktVruLgTnm1,Ugkx7lMXD9hmHssWqqYZ9DMvrmwWMWV2PRwB,pop,tracks/Ugkx7lMXD9hmHssWqqYZ9DMvrmwWMWV2PRwB.mp3
456,Aerosmith,I Don't Want To Miss A Thing,5,3,5,5,5,5,5,1,2,225xvV8r1yKMHErSWivnow,UgkxyD8sASPRaSOcUov9UHcKBrJOi3e8ktUQ,pop,tracks/UgkxyD8sASPRaSOcUov9UHcKBrJOi3e8ktUQ.mp3
457,Sugababes,Push The Button,5,2,4,2,2,5,5,3,1,3EDS89HeAhHiZKlljciK0a,Ugkxu8HzYufqmVieUjWOKqkoQqrrFpFbRnh7,pop,tracks/Ugkxu8HzYufqmVieUjWOKqkoQqrrFpFbRnh7.mp3
458,Boy,Little Numbers,5,4,3,4,5,5,2,1,1,34UMrasAWi3VHMWpMePxGu,Ugkxay_pPRNk-jT2297d6fkFixYmAiEd8rmG,pop,tracks/Ugkxay_pPRNk-jT2297d6fkFixYmAiEd8rmG.mp3
459,Neil Diamind,Sweet Caroline,5,4,4,3,1,5,3,1,1,62AuGbAkt8Ox2IrFFb8GKV,UgkxjzSMRMlrs2X84JF4whcxtQHzyLmCcxVw,pop,tracks/UgkxjzSMRMlrs2X84JF4whcxtQHzyLmCcxVw.mp3
460,Elton John,Your Song,4,4,5,4,3,3,4,1,3,38zsOOcu31XbbYj9BIPUF1,UgkxdWGkpjrXKcJkU6bVakI-M3-q0x9VjUwl,pop,tracks/38zsOOcu31XbbYj9BIPUF1.mp3
461,Lady Gaga,Pokerface,4,2,4,1,2,5,5,1,1,1QV6tiMFM6fSOKOGLMHYYg,UgkxkOxrG1xvuhSDYypwMKFCijhV_a-eYS77,pop,tracks/UgkxkOxrG1xvuhSDYypwMKFCijhV_a-eYS77.mp3
462,Madonna,Don't Tell Me,2,2,3,2,4,4,2,2,1,23EhTCPRTlLVM6VQUyh8bH,,pop,tracks/23EhTCPRTlLVM6VQUyh8bH.mp3
463,Brett Dennen,She's Mine,3,2,3,5,5,4,1,2,1,5MnmTKjatNTY3BJ2DURVjE,UgkxGwAT62Ys-ElYvHeVhfu4CnuzlwX2YIta,pop,tracks/UgkxGwAT62Ys-ElYvHeVhfu4CnuzlwX2YIta.mp3
464,Little Big Town,Girl Crush,4,2,4,5,4,2,2,1,3,11qh54D0PKkBwelpDxxiEU,UgkxDHlPsZdT6FoffIsU2V6hSSCfOa5Y19OO,pop,tracks/UgkxDHlPsZdT6FoffIsU2V6hSSCfOa5Y19OO.mp3
465,Robin Schulz,Sugar,3,2,2,2,3,5,5,2,1,5tf1VVWniHgryyumXyJM7w,UgkxQj7p_YA0FCZ6NeermmWRYGyr0lFUwGyS,pop,tracks/UgkxQj7p_YA0FCZ6NeermmWRYGyr0lFUwGyS.mp3
466,Jeremy Kay,Have It All,4,2,3,5,4,4,3,1,2,2lt8MKIve6BMPAJ6xfH8bL,,pop,tracks/2lt8MKIve6BMPAJ6xfH8bL.mp3
467,Keane,Everybodys Changing,4,3,5,2,5,5,2,1,2,0yac0FPhLRH9i9lOng3f81,UgkxfFTfgRA8-ahZmKesCxkX_XPNf-1VVkZT,pop,tracks/UgkxfFTfgRA8-ahZmKesCxkX_XPNf-1VVkZT.mp3
468,Enya,Only Time,4,5,5,4,5,3,3,1,3,6FLwmdmW77N1Pxb1aWsZmO,UgkxEUYgE850H2Vn3J6Mib6bW_dZNqnfvhCD,pop,tracks/UgkxEUYgE850H2Vn3J6Mib6bW_dZNqnfvhCD.mp3
469,Katie Tunstall,Suddenly I See,5,2,3,3,3,5,5,1,1,5p9XWUdvbUzmPCukOmwoU3,Ugkxiw2wzDrVBgD9-ufXze-4AHr4IZN8o3mo,pop,tracks/Ugkxiw2wzDrVBgD9-ufXze-4AHr4IZN8o3mo.mp3
470,Bruno Mars,Grenade,4,2,5,4,2,5,4,2,2,4lLtanYk6tkMvooU0tWzG8,Ugkx3jVwXevI7XbHnLHgOGEn0ZGfGnsqz2-I,pop,tracks/Ugkx3jVwXevI7XbHnLHgOGEn0ZGfGnsqz2-I.mp3
471,Macklemore,Same Love,5,3,5,5,4,5,2,1,1,01uqI4H13Gsd8Lyl1EYd8H,UgkxuB37w_IKefXDD5QrBIjRGgLlY6hrVi-H,pop,tracks/UgkxuB37w_IKefXDD5QrBIjRGgLlY6hrVi-H.mp3
472,Magic!,Let Your Hair Down,3,2,3,4,5,3,2,2,1,0uQSHrFDVtbQyxNFCwm1EC,Ugkx1v_0SUqzOh6Gz67YBFgOSjeWNF7q1AGb,pop,tracks/Ugkx1v_0SUqzOh6Gz67YBFgOSjeWNF7q1AGb.mp3
473,Elton John,Don't Go Breaking My Heart,5,3,4,2,5,5,5,1,1,7HW5WIw7ZgZORCzUxv5gW5,UgkxZiqeddPuUzbbBI1OrBqMZdSXJJ9vcqrD,pop,tracks/UgkxZiqeddPuUzbbBI1OrBqMZdSXJJ9vcqrD.mp3
474,The Weeknd,Starboy,5,3,3,3,4,5,3,3,1,7MXVkk9YMctZqd1Srtv4MB,UgkxgNYU59_0d7MEDEC03bVS5tQgr0-jTFkg,pop,tracks/UgkxgNYU59_0d7MEDEC03bVS5tQgr0-jTFkg.mp3
475,All American Rejects,Fallin Apart,4,3,2,2,4,5,5,2,1,3YoLDoNNTKb7R3Gc3yRrGK,UgkxDpumEt0h1YNhzNmcOcC_tpr896wgwGQa,pop,tracks/UgkxDpumEt0h1YNhzNmcOcC_tpr896wgwGQa.mp3
476,Bon Iver,Skinny Love,5,4,5,5,5,4,2,1,2,1HkOPLwAJH3kE8UnqgxF4s,,pop,tracks/1HkOPLwAJH3kE8UnqgxF4s.mp3
477,Katie Perry,I Kissed A Girl,5,2,4,1,2,5,5,2,1,14iN3o8ptQ8cFVZTEmyQRV,UgkxtorIr5hC1D3sL7KcJF9n4-lfiSpsir65,pop,tracks/UgkxtorIr5hC1D3sL7KcJF9n4-lfiSpsir65.mp3
478,Brett Dennen,Closer To You,3,1,4,4,5,2,1,1,1,2NqSfApThFnUxlKaj4tnXB,UgkxZe58fNuASC2aCErF3xzGg5JqZFoV97YM,pop,tracks/UgkxZe58fNuASC2aCErF3xzGg5JqZFoV97YM.mp3
479,AnnenMayKantereit,Wohin Du Gehst,3,2,4,1,2,5,5,2,1,40PO9gfu9bHdnsQqEKrcjg,UgkxiaxSqFYnjQM_-8c_0iRU4V94IMleAKvA,pop,tracks/UgkxiaxSqFYnjQM_-8c_0iRU4V94IMleAKvA.mp3
480,Tracy Chapman,Fast Car,4,3,5,5,5,3,1,1,2,2M9ro2krNb7nr7HSprkEgo,UgkxFYKP3k8jH6kNkXl5mgSK7Ag_DrqVs8C4,pop,tracks/UgkxFYKP3k8jH6kNkXl5mgSK7Ag_DrqVs8C4.mp3
481,Leslie Clio,I Couldnt Care Less,3,1,1,2,4,5,3,2,1,7kX5DiuPwRlYwPAHoOHFOg,UgkxGMWXLNbHAOlKnOYIo79nGA58qYbtqoDD,pop,tracks/UgkxGMWXLNbHAOlKnOYIo79nGA58qYbtqoDD.mp3
482,Shakira,Hips Don't Lie,5,1,3,2,3,5,5,2,1,3ZFTkvIE7kyPt6Nu3PEa7V,UgkxNluYAMzINxUeKOeoMkF2rxCLFUF9XOX1,pop,tracks/UgkxNluYAMzINxUeKOeoMkF2rxCLFUF9XOX1.mp3
483,Atomic Kitten,Whole Again,4,2,5,3,2,5,1,1,1,16MJqq0vEuW6GRX6faetTm,UgkxRuEzjMw9YVumTIcZtXlLtf9ZE4JULUox,pop,tracks/UgkxRuEzjMw9YVumTIcZtXlLtf9ZE4JULUox.mp3
484,Pink,Who Knew,3,2,5,2,2,5,5,1,2,2hns6Dv29Yrg68AVTJiAyA,Ugkxi3QXqLYIWAvZYL3SdslNZi9uQQSez7A9,pop,tracks/Ugkxi3QXqLYIWAvZYL3SdslNZi9uQQSez7A9.mp3
485,Britney Spears,Baby One More Time,4,2,4,3,2,5,4,2,1,3MjUtNVVq3C8Fn0MP3zhXa,UgkxuNNi-4AibDVoT7ps_OXBcRHSfbERCYCV,pop,tracks/UgkxuNNi-4AibDVoT7ps_OXBcRHSfbERCYCV.mp3
486,Carlos Santana,Smooth,3,1,2,2,2,5,4,2,1,0n2SEXB2qoRQg171q7XqeW,Ugkxa9WPgW3Wr2q5p7RbL6ZNiDjGkWWpCEFk,pop,tracks/Ugkxa9WPgW3Wr2q5p7RbL6ZNiDjGkWWpCEFk.mp3
487,Leon Bridges,River,4,3,4,4,5,2,1,1,1,3hhbDnFUb2bicI2df6VurK,Ugkx0SGKkOhLVssE1_jINsxQmayREBED_VFK,pop,tracks/Ugkx0SGKkOhLVssE1_jINsxQmayREBED_VFK.mp3
488,The Beatles,Strawberry Fields Forever,4,3,5,5,5,2,1,2,1,3Am0IbOxmvlSXro7N5iSfZ,,pop,tracks/3Am0IbOxmvlSXro7N5iSfZ.mp3
489,Panic! at the Disco,Nine In The Afternoon,4,3,3,3,3,5,4,2,1,1S30kHvkkdMkcuCTGSgS41,UgkxpMvawDtC--K3ew0T2xhMArA3w-vcvNHc,pop,tracks/UgkxpMvawDtC--K3ew0T2xhMArA3w-vcvNHc.mp3
490,Arctic Monkeys,Fluorescent Adolescent,5,2,3,2,3,5,4,1,1,2x8evxqUlF0eRabbW2JBJd,UgkxFpmf6nVY8mMY9E2qN1GPC8r7jZ7qaDVJ,pop,tracks/UgkxFpmf6nVY8mMY9E2qN1GPC8r7jZ7qaDVJ.mp3
491,Puff Daddy,I'll Be Missing You,5,3,5,3,3,5,2,1,3,3QHONiXGMGU3z68mQInncF,,pop,tracks/3QHONiXGMGU3z68mQInncF.mp3
492,The Head And The Heart,Rivers And Roads,4,2,5,5,5,2,1,1,4,4fN0dQGDaV4Hg7Gd7mBOE0,UgkxgMkVL3kN_NS4-C46e9EgbwNJj1aih8MD,pop,tracks/UgkxgMkVL3kN_NS4-C46e9EgbwNJj1aih8MD.mp3
493,Ed Sheeran,Shape Of You,5,3,5,4,3,5,3,2,1,7qiZfU4dY1lWllzX7mPBI3,Ugkx4cMxVQKskjH_07oSOjcVG2b0SQ05qPj5,pop,tracks/Ugkx4cMxVQKskjH_07oSOjcVG2b0SQ05qPj5.mp3
494,Black Eyed Peas,Just Can't Get Enough,2,2,3,2,3,4,2,1,1,3JA9Jsuxr4xgHXEawAdCp4,UgkxuQwwZ90ruj0orcBQAjAnFL3mkurIBlLs,pop,tracks/UgkxuQwwZ90ruj0orcBQAjAnFL3mkurIBlLs.mp3
495,Childish Gambino,Redbone,2,2,4,4,4,5,1,3,1,0wXuerDYiBnERgIpbb3JBR,UgkxxKNS5myAtrxzpDH5xcgjbr1xSkc8RKoG,pop,tracks/0wXuerDYiBnERgIpbb3JBR.mp3
496,Johnny Cash,Hurt,3,2,5,3,4,1,2,1,5,28cnXtME493VX9NOw9cIUh,,pop,tracks/28cnXtME493VX9NOw9cIUh.mp3
497,Bruno Mars,Treasure,4,2,2,3,4,5,4,2,1,55h7vJchibLdUkxdlX3fK7,Ugkx-rrC5IaUoZr3-24uYboRqWLTaFxxw8ho,funk_soul,tracks/Ugkx-rrC5IaUoZr3-24uYboRqWLTaFxxw8ho.mp3
498,Stevie Wonder,I Wish,4,1,2,1,2,5,3,1,1,687YZan9Gol1UVvbpUSO6Y,UgkxlIhVwyJFYKbpaZtpwOKbvNoCej0Snbxd,pop,tracks/UgkxlIhVwyJFYKbpaZtpwOKbvNoCej0Snbxd.mp3
499,The Jackson 5,Who's Lovin You,4,2,5,5,5,4,2,1,1,6cZrsaNb4Zo9E5KHk7gcz5,,pop,tracks/6cZrsaNb4Zo9E5KHk7gcz5.mp3
500,Moby,Porcelain,4,2,4,3,5,3,1,1,1,1hEh8Hc9lBAFWUghHBsCel,UgkxCeZp2xuJSLW0-0PZjBJt_V5-LaoVDjdx,pop,tracks/UgkxCeZp2xuJSLW0-0PZjBJt_V5-LaoVDjdx.mp3
501,Pharrell Williams,Happy,5,2,2,1,4,5,5,1,1,60nZcImufyMA1MKQY3dcCH,UgkxcuToeC5GK7NSDQ0dRpj9vfTFM3T2Ejcb,pop,tracks/UgkxcuToeC5GK7NSDQ0dRpj9vfTFM3T2Ejcb.mp3
502,Spice Girls,Wannabe,4,1,3,1,4,5,5,2,1,1Je1IMUlBXcx1Fz0WE7oPT,UgkxaJrntojT36lhBeApZNmRw5hlUG-lGDzg,pop,tracks/UgkxaJrntojT36lhBeApZNmRw5hlUG-lGDzg.mp3
503,Aretha Franklin,(You Make Me Feel Like) A Natural Woman,4,3,4,4,3,5,4,1,1,5K09WxKdlkroDyEVyOSySy,UgkxAxl_euy_NSiF65UEnOXUQ_rhHCK4doqc,pop,tracks/5K09WxKdlkroDyEVyOSySy.mp3
504,Nina Simone,Feeling Good,3,4,4,4,4,5,5,1,1,6Rqn2GFlmvmV4w9Ala0I1e,UgkxcOl1VgzbVitwna_Kd3xIyvtcRJp-4xK_,pop,tracks/UgkxcOl1VgzbVitwna_Kd3xIyvtcRJp-4xK_.mp3
505,Whitney Houston,I Wanna Dance With Somebody,5,2,5,3,4,5,5,1,1,2tUBqZG2AbRi7Q0BIrVrEj,Ugkxkl1P_hb1huEiQYoB8yrAOtHOcRhZSatO,pop,tracks/Ugkxkl1P_hb1huEiQYoB8yrAOtHOcRhZSatO.mp3
506,The Collapsable Hearts Club,Easy Streets,3,1,2,1,2,5,2,4,1,4NmWUWHsglLlJXvq1pGNsk,,pop,tracks/4NmWUWHsglLlJXvq1pGNsk.mp3
