,artist,title,Wonder,Transcendence,Nostalgia,Tenderness,Peacefulness,Joy,Power,Tension,Sadness,Spotify ID,path
512,Madonna,Don't Tell Me,10.15,8.18,17.21,10.3,26.76,30.42,8.33,12.91,0.0,23EhTCPRTlLVM6VQUyh8bH,tracks/23EhTCPRTlLVM6VQUyh8bH.mp3
513,Brett Dennen,She's Mine,21.79,9.15,21.12,31.58,44.48,30.36,3.91,10.3,1.06,5MnmTKjatNTY3BJ2DURVjE,tracks/5MnmTKjatNTY3BJ2DURVjE.mp3
514,Little Big Town,Girl Crush,23.42,10.48,25.36,38.55,26.48,14.45,9.39,6.52,18.12,11qh54D0PKkBwelpDxxiEU,tracks/11qh54D0PKkBwelpDxxiEU.mp3
515,Robin Schulz,Sugar,16.85,7.93,11.56,9.52,22.0,48.26,38.0,9.0,0.0,5tf1VVWniHgryyumXyJM7w,tracks/5tf1VVWniHgryyumXyJM7w.mp3
516,Jeremy Kay,Have It All,24.19,14.3,19.33,38.11,30.48,30.0,16.59,2.19,8.33,2lt8MKIve6BMPAJ6xfH8bL,tracks/2lt8MKIve6BMPAJ6xfH8bL.mp3
517,Keane,Everybodys Changing,23.11,20.61,30.93,12.43,32.11,32.14,9.5,1.75,11.5,0yac0FPhLRH9i9lOng3f81,tracks/0yac0FPhLRH9i9lOng3f81.mp3
518,Enya,Only Time,24.11,34.0,38.59,29.0,45.59,17.63,16.59,2.11,19.56,6FLwmdmW77N1Pxb1aWsZmO,tracks/6FLwmdmW77N1Pxb1aWsZmO.mp3
519,Katie Tunstall,Suddenly I See,38.29,15.75,21.82,22.5,22.39,60.11,30.89,1.71,0.0,5p9XWUdvbUzmPCukOmwoU3,tracks/5p9XWUdvbUzmPCukOmwoU3.mp3
520,Bruno Mars,Grenade,27.96,15.68,35.46,24.21,14.29,49.21,26.82,9.79,8.25,4lLtanYk6tkMvooU0tWzG8,tracks/4lLtanYk6tkMvooU0tWzG8.mp3
521,Macklemore,Same Love,40.46,19.07,34.93,32.5,30.25,31.57,13.32,4.96,6.25,01uqI4H13Gsd8Lyl1EYd8H,tracks/01uqI4H13Gsd8Lyl1EYd8H.mp3
522,Magic!,Let Your Hair Down,17.46,11.54,21.0,28.46,34.86,19.61,8.36,13.89,0.0,0uQSHrFDVtbQyxNFCwm1EC,tracks/0uQSHrFDVtbQyxNFCwm1EC.mp3
523,Elton John,Don't Go Breaking My Heart,43.67,18.83,25.2,10.7,35.2,67.6,31.17,7.33,0.0,7HW5WIw7ZgZORCzUxv5gW5,tracks/7HW5WIw7ZgZORCzUxv5gW5.mp3
524,The Weeknd,Starboy,36.37,18.77,15.9,21.3,24.3,39.83,16.1,17.6,6.53,7MXVkk9YMctZqd1Srtv4MB,tracks/7MXVkk9YMctZqd1Srtv4MB.mp3
525,All American Rejects,Fallin Apart,28.07,17.13,9.13,9.73,26.77,56.2,40.03,8.67,0.0,3YoLDoNNTKb7R3Gc3yRrGK,tracks/3YoLDoNNTKb7R3Gc3yRrGK.mp3
526,Bon Iver,Skinny Love,42.0,25.93,55.9,30.87,49.57,27.5,8.7,3.23,13.0,1HkOPLwAJH3kE8UnqgxF4s,tracks/1HkOPLwAJH3kE8UnqgxF4s.mp3
527,Katie Perry,I Kissed A Girl,33.45,12.71,24.45,6.39,15.23,59.68,44.39,8.55,1.55,14iN3o8ptQ8cFVZTEmyQRV,tracks/14iN3o8ptQ8cFVZTEmyQRV.mp3
528,Brett Dennen,Closer To You,18.62,6.44,24.69,26.22,42.78,12.25,6.78,7.12,6.38,2NqSfApThFnUxlKaj4tnXB,tracks/2NqSfApThFnUxlKaj4tnXB.mp3
529,AnnenMayKantereit,Wohin Du Gehst,20.06,13.41,25.56,5.38,14.72,34.38,34.09,9.47,2.19,40PO9gfu9bHdnsQqEKrcjg,tracks/40PO9gfu9bHdnsQqEKrcjg.mp3
530,Tracy Chapman,Fast Car,26.23,21.52,43.42,33.26,49.87,21.16,3.65,4.71,8.03,2M9ro2krNb7nr7HSprkEgo,tracks/2M9ro2krNb7nr7HSprkEgo.mp3
531,Leslie Clio,I Couldnt Care Less,20.27,5.38,1.62,11.04,24.27,39.38,19.81,8.69,0.0,7kX5DiuPwRlYwPAHoOHFOg,tracks/7kX5DiuPwRlYwPAHoOHFOg.mp3
532,Shakira,Hips Don't Lie,32.15,7.04,21.65,14.19,21.96,61.77,36.54,7.65,0.0,3ZFTkvIE7kyPt6Nu3PEa7V,tracks/3ZFTkvIE7kyPt6Nu3PEa7V.mp3
533,Atomic Kitten,Whole Again,24.56,8.7,32.11,21.19,10.96,35.11,7.37,3.44,2.3,16MJqq0vEuW6GRX6faetTm,tracks/16MJqq0vEuW6GRX6faetTm.mp3
534,Pink,Who Knew,18.96,13.31,41.77,15.88,13.54,36.19,35.27,2.54,15.73,2hns6Dv29Yrg68AVTJiAyA,tracks/2hns6Dv29Yrg68AVTJiAyA.mp3
535,Britney Spears,Baby One More Time,24.21,15.45,24.31,18.62,15.41,42.59,30.0,13.86,6.38,3MjUtNVVq3C8Fn0MP3zhXa,tracks/3MjUtNVVq3C8Fn0MP3zhXa.mp3
536,Carlos Santana,Smooth,20.46,1.32,9.93,14.68,9.0,52.64,27.25,7.75,0.0,0n2SEXB2qoRQg171q7XqeW,tracks/0n2SEXB2qoRQg171q7XqeW.mp3
537,Leon Bridges,River,26.86,17.5,27.14,30.0,37.64,14.79,5.64,3.43,3.82,3hhbDnFUb2bicI2df6VurK,tracks/3hhbDnFUb2bicI2df6VurK.mp3
538,The Beatles,Strawberry Fields Forever,24.41,16.03,32.0,38.76,38.24,9.79,3.62,9.83,3.41,3Am0IbOxmvlSXro7N5iSfZ,tracks/3Am0IbOxmvlSXro7N5iSfZ.mp3
539,Panic! at the Disco,Nine In The Afternoon,26.32,17.25,22.25,20.46,17.18,44.89,23.5,7.86,3.57,1S30kHvkkdMkcuCTGSgS41,tracks/1S30kHvkkdMkcuCTGSgS41.mp3
540,Arctic Monkeys,Fluorescent Adolescent,48.64,9.86,17.93,8.93,19.93,60.0,23.79,2.36,3.32,2x8evxqUlF0eRabbW2JBJd,tracks/2x8evxqUlF0eRabbW2JBJd.mp3
541,Puff Daddy,I'll Be Missing You,37.04,21.89,42.71,22.36,20.18,32.68,9.68,6.04,17.39,3QHONiXGMGU3z68mQInncF,tracks/3QHONiXGMGU3z68mQInncF.mp3
542,The Head And The Heart,Rivers And Roads,27.82,12.64,45.11,31.93,33.89,12.43,2.39,1.18,26.25,4fN0dQGDaV4Hg7Gd7mBOE0,tracks/4fN0dQGDaV4Hg7Gd7mBOE0.mp3
543,Ed Sheeran,Shape Of You,40.67,18.37,33.56,22.74,21.96,47.48,16.15,12.78,5.11,7qiZfU4dY1lWllzX7mPBI3,tracks/7qiZfU4dY1lWllzX7mPBI3.mp3
544,Black Eyed Peas,Just Can't Get Enough,10.37,14.22,20.48,15.19,20.85,29.0,8.0,4.48,1.0,3JA9Jsuxr4xgHXEawAdCp4,tracks/3JA9Jsuxr4xgHXEawAdCp4.mp3
545,Childish Gambino,Redbone,12.11,12.74,24.48,25.0,22.7,30.96,6.52,16.3,3.3,0wXuerDYiBnERgIpbb3JBR,tracks/0wXuerDYiBnERgIpbb3JBR.mp3
546,Johnny Cash,Hurt,20.11,14.59,35.89,16.26,26.7,7.15,8.44,6.33,32.67,28cnXtME493VX9NOw9cIUh,tracks/28cnXtME493VX9NOw9cIUh.mp3
547,Bruno Mars,Treasure,23.71,9.45,10.97,17.03,27.58,54.1,25.81,7.77,0.84,55h7vJchibLdUkxdlX3fK7,tracks/55h7vJchibLdUkxdlX3fK7.mp3
548,Stevie Wonder,I Wish,26.0,1.81,15.06,6.81,14.1,60.74,21.94,2.58,2.48,687YZan9Gol1UVvbpUSO6Y,tracks/687YZan9Gol1UVvbpUSO6Y.mp3
549,The Jackson 5,Who's Lovin You,30.68,14.84,37.32,32.1,37.35,24.84,7.97,0.0,7.19,6cZrsaNb4Zo9E5KHk7gcz5,tracks/6cZrsaNb4Zo9E5KHk7gcz5.mp3
550,Moby,Porcelain,23.23,15.26,29.45,20.19,33.19,17.74,5.55,1.23,0.0,1hEh8Hc9lBAFWUghHBsCel,tracks/1hEh8Hc9lBAFWUghHBsCel.mp3
551,Pharrell Williams,Happy,34.98,9.05,11.82,5.64,30.36,68.52,36.25,6.05,0.0,60nZcImufyMA1MKQY3dcCH,tracks/60nZcImufyMA1MKQY3dcCH.mp3
552,Spice Girls,Wannabe,23.18,1.89,21.43,5.82,25.02,71.11,38.55,9.0,0.0,1Je1IMUlBXcx1Fz0WE7oPT,tracks/1Je1IMUlBXcx1Fz0WE7oPT.mp3
553,Aretha Franklin,(You Make Me Feel Like) A Natural Woman,26.63,21.07,26.35,27.26,21.84,36.0,24.93,3.58,4.81,5K09WxKdlkroDyEVyOSySy,tracks/5K09WxKdlkroDyEVyOSySy.mp3
554,Nina Simone,Feeling Good,20.21,25.3,29.65,28.14,28.19,48.91,39.7,3.26,0.58,6Rqn2GFlmvmV4w9Ala0I1e,tracks/6Rqn2GFlmvmV4w9Ala0I1e.mp3
555,Whitney Houston,I Wanna Dance With Somebody,39.73,11.97,40.2,16.5,24.97,74.6,47.73,1.57,3.57,2tUBqZG2AbRi7Q0BIrVrEj,tracks/2tUBqZG2AbRi7Q0BIrVrEj.mp3
556,The Collapsable Hearts Club,Easy Streets,18.0,4.4,10.1,4.03,11.1,39.87,15.77,26.73,0.0,4NmWUWHsglLlJXvq1pGNsk,tracks/4NmWUWHsglLlJXvq1pGNsk.mp3
557,Gotye,Somebody That I Used To Know,24.0,19.27,43.03,20.07,28.57,40.93,12.33,4.13,18.03,6md4w95cnKaW64JyEQ3A0L,tracks/6md4w95cnKaW64JyEQ3A0L.mp3
558,Justin Bieber,Love Yourself,17.07,12.7,28.73,43.07,43.6,29.77,0.33,3.53,8.43,50kpGaPAhYJ3sGmk6vplg0,tracks/50kpGaPAhYJ3sGmk6vplg0.mp3
559,Theo Katzman,Hard Work,39.28,8.48,8.56,7.0,23.92,50.96,25.88,11.6,0.0,3gaQbhacVKwcsatM0FlSa9,tracks/3gaQbhacVKwcsatM0FlSa9.mp3
560,Katy Perry,Swish Swish,18.88,4.96,2.88,2.4,15.36,54.36,33.44,16.76,2.44,3OtMnyUaiipcAT23A8liyi,tracks/3OtMnyUaiipcAT23A8liyi.mp3
561,Bee Gees,Words,19.56,9.52,23.28,14.16,37.2,14.48,9.4,25.48,1.76,07PIhdmyYIw8dMeDMsx9FU,tracks/07PIhdmyYIw8dMeDMsx9FU.mp3
562,Sam Smith,Lay Me Down,30.64,28.28,39.48,43.12,40.12,4.0,0.0,0.0,34.84,74sb4Gib0cL3TQeCjYF8vh,tracks/74sb4Gib0cL3TQeCjYF8vh.mp3
563,David Guetta,Memories,9.55,4.79,14.45,2.97,5.59,54.9,23.14,16.17,0.0,5xYC48nOppVemY6U5GRGTb,tracks/5xYC48nOppVemY6U5GRGTb.mp3
564,Rihanna,Umbrella,34.48,10.59,34.45,10.86,10.48,45.76,15.0,9.76,5.14,49FYlytm3dAAraYgpoJZux,tracks/49FYlytm3dAAraYgpoJZux.mp3
565,Vanessa Carlton,A Thousand Miles,45.0,7.38,43.9,22.79,23.41,54.97,9.86,7.24,4.24,4w1lzcaoZ1IC2K5TwjalRP,tracks/4w1lzcaoZ1IC2K5TwjalRP.mp3
566,Carly Rae Jepsen,Call Me Maybe,29.86,2.0,39.27,6.92,15.08,67.57,28.84,12.92,0.0,20I6sIOMTCkB6w7ryavxtO,tracks/20I6sIOMTCkB6w7ryavxtO.mp3
567,Phil Collins,In The Air Tonight,27.11,19.11,53.41,21.51,32.86,25.84,17.92,9.51,12.08,2pE8dUPeueXKizEyiPtE1p,tracks/2pE8dUPeueXKizEyiPtE1p.mp3
568,Jeff Buckley,Hallelujah,44.57,37.11,53.38,43.92,47.86,8.35,3.38,0.84,28.05,3pRaLNL3b8x5uBOcsgvdqM,tracks/3pRaLNL3b8x5uBOcsgvdqM.mp3
569,Oli Brown,Speechless,10.43,3.46,15.08,11.05,20.76,46.03,19.81,10.86,3.54,6brUC8EwzQljB17IQpmxgW,tracks/6brUC8EwzQljB17IQpmxgW.mp3
570,Justin Timberlake,My Love,20.54,13.89,10.66,22.66,20.34,36.97,26.91,11.86,1.86,4NeOWqHmlrGRuBvsLJC9rL,tracks/4NeOWqHmlrGRuBvsLJC9rL.mp3
571,Taylor Swift,Look What You Made Me Do,15.6,12.2,4.86,11.03,6.0,39.49,38.46,15.97,0.0,1P17dC1amhFzptugyAO7Il,tracks/1P17dC1amhFzptugyAO7Il.mp3
572,Ellie Goulding,Burn,21.4,20.31,13.43,12.83,10.74,41.54,27.0,5.06,1.97,2GgxS8bUT5G25QJTsfSv0R,tracks/2GgxS8bUT5G25QJTsfSv0R.mp3
573,Oasis,All Around The World,23.83,16.34,33.6,18.49,31.63,30.54,8.14,4.4,4.83,6ZYgoD3c2aE4dD3yVFWV51,tracks/6ZYgoD3c2aE4dD3yVFWV51.mp3
574,Luis Fonsi,Despacito,25.12,12.04,19.79,26.58,6.58,56.83,26.54,10.17,0.0,6habFhsOp2NvshLv26DqMb,tracks/6habFhsOp2NvshLv26DqMb.mp3
575,Steely Dan,Do It Again,18.08,7.0,16.5,10.08,17.29,36.71,17.25,5.38,0.0,2BstRQGodshjGpeDGQiNgo,tracks/2BstRQGodshjGpeDGQiNgo.mp3
576,The Beach Boys,Good Vibrations,23.67,8.08,28.25,12.83,27.71,44.5,19.54,6.92,3.04,6aU6a9tdn2vHhnPGlboFZX,tracks/6aU6a9tdn2vHhnPGlboFZX.mp3
577,OutKast,Roses,16.09,0.0,8.09,6.83,20.7,42.26,18.74,11.61,0.0,6bUNEbXT7HovLW6BgPCBsb,tracks/6bUNEbXT7HovLW6BgPCBsb.mp3
578,Mac Demarco,Salad Days,13.92,7.92,14.88,16.71,36.29,8.75,4.12,14.08,8.62,5VdaMUzoQetwxQwtWAd022,tracks/5VdaMUzoQetwxQwtWAd022.mp3
579,Wrabel,The Village,32.13,22.43,19.48,28.57,32.43,19.43,8.65,6.04,21.83,6epvwUINain4iSHCTWA0sj,tracks/6epvwUINain4iSHCTWA0sj.mp3
580,Hey Judeschka!,ImmerwiederSommertag,19.12,11.46,20.04,28.04,48.5,13.79,0.83,1.46,12.04,0Us9gRoh9xyD6aPSo1SBIR,tracks/0Us9gRoh9xyD6aPSo1SBIR.mp3
581,Zara Larsson,Lush Life,29.6,4.4,19.9,0.75,12.55,55.4,20.85,5.95,0.0,1rIKgCH4H52lrvDcz50hS8,tracks/1rIKgCH4H52lrvDcz50hS8.mp3
582,Backstreet Boys,Everybody,33.14,4.33,40.43,0.0,5.24,54.71,35.38,9.0,0.0,1di1BEgJYzPvXUuinsYJGP,tracks/1di1BEgJYzPvXUuinsYJGP.mp3
583,Chain Smokers,Paris,28.3,6.75,33.95,23.4,30.0,26.55,12.25,6.0,1.2,15vzANxN8G9wWfwAJLLMCg,tracks/15vzANxN8G9wWfwAJLLMCg.mp3
584,Imogen Heap,Hide and Seek,15.24,12.33,23.57,5.9,21.71,5.0,6.67,13.86,19.67,7mMlbJlXXo2mRtQ4R9sIzD,tracks/7mMlbJlXXo2mRtQ4R9sIzD.mp3
585,Kings of Leon,Sex On Fire,18.79,17.71,26.12,17.29,12.71,55.53,35.68,2.62,3.03,0ntQJM78wzOLVeCUAW7Y45,tracks/0ntQJM78wzOLVeCUAW7Y45.mp3
586,M.I.A.,Paper Planes,14.59,7.56,14.12,0.85,6.59,45.65,22.94,18.94,0.0,4YOH3cBrhf4F6T4iYFUdz5,tracks/4YOH3cBrhf4F6T4iYFUdz5.mp3
587,Of Monsters and Men,Empire,22.85,18.74,17.26,28.65,28.79,24.06,17.62,4.53,5.24,4M9lfUgDeLHu1fL2ZxZSlu,tracks/4M9lfUgDeLHu1fL2ZxZSlu.mp3
588,Backstreet Boys,I Want It That Way,16.03,4.12,51.09,8.38,23.03,58.35,11.79,2.59,2.38,47BBI51FKFwOMlIiX6m8ya,tracks/47BBI51FKFwOMlIiX6m8ya.mp3
589,Namika,Lieblingsmensch,22.65,11.53,17.74,16.51,24.56,36.33,8.91,7.42,0.0,6oHDvarQSp0mf5AD1SyNH0,tracks/6oHDvarQSp0mf5AD1SyNH0.mp3
590,Marvin Gaye,Lets Get It On,22.63,2.56,23.35,45.35,28.63,38.35,6.81,1.86,0.0,39l1UORIhuHvUWfxG53tRZ,tracks/39l1UORIhuHvUWfxG53tRZ.mp3
591,Owl City,Fireflies,32.93,8.53,32.81,10.21,26.67,36.4,14.05,2.98,1.49,3DamFFqW32WihKkTVlwTYQ,tracks/3DamFFqW32WihKkTVlwTYQ.mp3
592,Babybird,If You'll Be Mine,22.12,6.49,20.19,26.77,30.84,18.56,9.12,6.53,4.74,5EMnZ3vruQchFxvGTxr0zH,tracks/5EMnZ3vruQchFxvGTxr0zH.mp3
593,Gnarls Barkley,Crazy,25.7,17.09,16.88,8.7,30.79,51.73,27.15,12.06,1.18,1vxw6aYJls2oq3gW0DujAo,tracks/1vxw6aYJls2oq3gW0DujAo.mp3
594,Lily Allen,Fuck You,24.44,1.34,19.81,2.91,26.47,56.28,34.56,12.56,0.0,6ylAVPbjRQoNY0khgh63Jf,tracks/6ylAVPbjRQoNY0khgh63Jf.mp3
595,Pitbull,Better On Me,11.91,9.68,13.21,19.88,28.62,42.97,18.44,14.76,2.62,0vLlEo1D4VRiGzMLxLbsh2,tracks/0vLlEo1D4VRiGzMLxLbsh2.mp3
596,Beyonce,Halo,27.94,22.91,30.36,17.55,20.0,25.3,32.94,12.52,13.15,2MfOcbtgz2yTsiznFmVZUN,tracks/2MfOcbtgz2yTsiznFmVZUN.mp3
597,Elle King,Ex's &Oh's,31.96,19.12,21.96,8.5,13.5,66.42,59.15,9.65,0.0,70eDxAyAraNTiD6lx2ZEnH,tracks/70eDxAyAraNTiD6lx2ZEnH.mp3
598,B.O.B.,Nothing On You,38.81,16.42,29.12,25.12,23.85,38.35,19.54,4.62,0.5,4X5xWMINgGA6l0GoyYkMcr,tracks/4X5xWMINgGA6l0GoyYkMcr.mp3
599,Five for fighting,Easy Tonight,13.08,22.12,35.46,24.0,26.5,27.27,13.08,9.88,5.38,57PHqrPsX6E7OX9LeKSo9Q,tracks/57PHqrPsX6E7OX9LeKSo9Q.mp3
600,Avril Lavigne,Complicated,15.81,21.15,59.96,12.85,20.81,43.19,29.88,5.73,10.35,5xEM5hIgJ1jjgcEBfpkt2F,tracks/5xEM5hIgJ1jjgcEBfpkt2F.mp3
601,Miley Cyrus,Party In The U.S.A,36.5,9.54,22.75,6.21,21.25,61.18,32.36,9.86,1.57,3E7dfMvvCLUddWissuqMwr,tracks/3E7dfMvvCLUddWissuqMwr.mp3
602,The Beach Boys,Wouldn't It Be Nice,44.14,15.14,42.96,14.5,26.89,59.71,18.61,4.79,0.0,6VojZJpMyuKClbwyilWlQj,tracks/6VojZJpMyuKClbwyilWlQj.mp3
603,Kodaline,High Hopes,29.0,14.62,45.38,30.92,31.85,8.65,3.46,3.85,28.42,6KkyuDhrEhR5nJVKtv9mCf,tracks/6KkyuDhrEhR5nJVKtv9mCf.mp3
604,Dido,White Flag,10.38,20.31,40.04,30.42,41.5,18.81,3.77,8.69,8.27,6si71supnBUhddjR2FJc2L,tracks/6si71supnBUhddjR2FJc2L.mp3
605,Bon Jovi,Livin On A Prayer,27.07,15.2,24.33,6.93,9.0,51.43,47.3,8.9,0.0,37ZJ0p5Jm13JPevGcx4SkF,tracks/37ZJ0p5Jm13JPevGcx4SkF.mp3
606,Amy Macdonald,Mr Rock & Roll,18.8,3.73,26.83,18.47,18.47,41.5,9.0,5.2,4.27,6aX2LyT7zpTLe3iZfDeHki,tracks/6aX2LyT7zpTLe3iZfDeHki.mp3
607,Alicia Keys,If I Ain't Got You,25.4,20.33,36.03,54.23,41.03,17.47,13.87,10.57,8.87,3XVBdLihbNbxUwZosxcGuJ,tracks/3XVBdLihbNbxUwZosxcGuJ.mp3
608,Daniel Powter,Bad Day,25.67,8.3,42.43,35.97,31.03,39.0,12.97,0.8,6.83,0mUyMawtxj1CJ76kn9gIZK,tracks/0mUyMawtxj1CJ76kn9gIZK.mp3
609,Tal Bachman,Shes So High,33.36,6.58,28.06,13.25,12.25,49.19,14.14,1.44,3.31,7mnGQesk1TzQLzQ9bYWZPR,tracks/7mnGQesk1TzQLzQ9bYWZPR.mp3
610,Rihanna,Work,13.76,2.05,6.78,8.65,11.95,33.62,16.38,12.62,0.0,72TFWvU3wUYdUuxejTTIzt,tracks/72TFWvU3wUYdUuxejTTIzt.mp3
611,David Gray,Please Forgive me,17.65,12.08,15.81,6.86,20.92,18.97,6.59,9.57,0.0,2H0oiflYrs8PPjOxZ5TdIu,tracks/2H0oiflYrs8PPjOxZ5TdIu.mp3
612,Paramore,The Only Exception,14.89,9.27,29.3,17.14,25.97,16.68,5.41,4.62,13.19,3ZHfX6kbiY7JVsB63lLOLu,tracks/3ZHfX6kbiY7JVsB63lLOLu.mp3
613,Imogen Heap,Goodnight And Go,14.88,7.04,8.4,17.4,17.24,22.08,5.28,14.4,0.0,0vfWzo75MKGYiQSiT5jEzt,tracks/0vfWzo75MKGYiQSiT5jEzt.mp3
614,Arctic Monkeys,Do I Wanna Know,27.44,25.72,27.24,8.08,18.72,26.04,23.2,5.8,2.0,5FVd6KXrgO9B3JPmC8OPst,tracks/5FVd6KXrgO9B3JPmC8OPst.mp3
615,Neil Diamond,I Am....I Said,16.0,2.88,15.88,11.0,14.64,14.4,10.68,2.56,4.56,67nKQBktGIafE3DBW3Cbe4,tracks/67nKQBktGIafE3DBW3Cbe4.mp3
616,Angus and Julia Stone,Big Jet Plane,16.48,10.24,24.8,22.04,31.16,13.72,3.24,3.12,8.72,3HedB2EwVAj5MAx8xFE1ea,tracks/3HedB2EwVAj5MAx8xFE1ea.mp3
617,George Ezra,Budapest,36.81,17.76,23.86,15.05,38.43,45.52,9.29,10.1,5.81,2ixsaeFioXJmMgkkbd4uj1,tracks/2ixsaeFioXJmMgkkbd4uj1.mp3
618,Marvin Gaye,Sexual Healing,25.4,10.1,13.9,35.65,25.05,38.15,19.7,12.65,2.6,3VZmChrnVW8JK6ano4gSED,tracks/3VZmChrnVW8JK6ano4gSED.mp3
619,The Kooks,Naive,27.2,20.35,39.3,18.25,30.3,42.45,19.25,3.55,0.0,7BHPGtpuuWWsvE7cCaMuEU,tracks/7BHPGtpuuWWsvE7cCaMuEU.mp3
620,Frank Ocean,Thinkin Bout You,16.71,5.95,21.52,17.1,24.95,19.43,0.0,18.95,7.33,5mphdlILgAq3vh1MSvAJTS,tracks/5mphdlILgAq3vh1MSvAJTS.mp3
621,Genesis,I Can't Dance,4.39,7.3,10.26,2.65,10.09,32.61,22.48,10.35,0.0,6AvvAzzOEUs9orFhDkOPOl,tracks/6AvvAzzOEUs9orFhDkOPOl.mp3
622,Black Eyed Peas,I Gotta Feeling,37.52,9.96,31.26,3.39,9.09,69.78,45.74,14.3,0.0,4kLLWz7srcuLKA7Et40PQR,tracks/4kLLWz7srcuLKA7Et40PQR.mp3
623,Shakira,Underneath your clothes,14.04,7.09,27.48,26.65,33.7,19.22,2.43,2.04,5.22,15f8Cv8RXUlOOCIf2oaceN,tracks/15f8Cv8RXUlOOCIf2oaceN.mp3
624,James Morrison,I Won't Let You Go,12.17,7.39,23.39,29.26,27.48,15.91,3.22,4.61,8.09,2TUzU4IkfH8kcvY2MUlsd2,tracks/2TUzU4IkfH8kcvY2MUlsd2.mp3
625,Lianne La Havas,What You Don't Do,21.63,9.07,3.3,16.67,14.59,34.7,16.56,9.48,0.0,4mityPmJpqtHea3y9qZLg6,tracks/4mityPmJpqtHea3y9qZLg6.mp3
626,Maggie reilly,Everytime We Touch,14.07,3.3,23.85,24.0,23.59,20.11,10.33,11.78,3.33,2n9Ni9TFPcNHCdoPOQKXZ6,tracks/2n9Ni9TFPcNHCdoPOQKXZ6.mp3
627,Akon,Lonely,23.11,3.67,36.19,17.78,20.0,27.15,3.33,2.96,22.15,4v7DCN09hgXkKazefkznDQ,tracks/4v7DCN09hgXkKazefkznDQ.mp3
628,Tame Impala,The Less I Know The Better,25.44,8.97,31.94,19.78,41.56,29.72,9.53,5.47,2.62,6K4t31amVTZDgR3sKmwUJJ,tracks/6K4t31amVTZDgR3sKmwUJJ.mp3
629,Bag Raiders,Shooting Stars,32.32,10.06,24.19,11.48,28.29,52.77,16.19,12.32,0.32,0UeYCHOETPfai02uskjJ3x,tracks/0UeYCHOETPfai02uskjJ3x.mp3
630,Gary Jules,Mad World,24.82,15.06,58.39,15.06,26.61,3.7,1.64,6.45,41.3,3JOVTQ5h8HGFnDdp4VT3MP,tracks/3JOVTQ5h8HGFnDdp4VT3MP.mp3
631,Mark Ronson,Uptown Funk,32.9,9.97,11.42,2.81,28.48,72.29,50.97,9.87,0.0,32OlwWuMpZ6b0aN2RZOeMS,tracks/32OlwWuMpZ6b0aN2RZOeMS.mp3
632,The Beatles,Let It Be,32.23,25.1,56.39,36.48,51.0,22.52,10.84,1.65,9.13,7iN1s7xHE4ifF5povM6A48,tracks/7iN1s7xHE4ifF5povM6A48.mp3
633,Eric Clapton,Tears In Heaven,35.52,29.35,59.1,37.65,41.94,6.61,4.9,2.1,27.1,7utRJ4BeYx85khzP3lKoBX,tracks/7utRJ4BeYx85khzP3lKoBX.mp3
634,Lola Marsh,Wishing Girl,16.33,17.3,9.78,14.22,25.63,21.26,6.89,9.22,0.52,2iawlVRHk4Q9aPg0OgG20D,tracks/2iawlVRHk4Q9aPg0OgG20D.mp3
635,Bilderbuch,Maschin,13.0,4.52,7.96,4.07,16.3,29.26,17.85,18.04,0.0,2Lg1njXKvhgv72U9QkrwXi,tracks/2Lg1njXKvhgv72U9QkrwXi.mp3
636,Fletwood Mac,Dreams,20.56,16.63,34.96,28.07,35.89,23.96,5.41,2.85,2.04,0ofHAoxe9vBkTCp2UQIavz,tracks/0ofHAoxe9vBkTCp2UQIavz.mp3
637,Oasis,Don't Look Back In Anger,17.0,12.89,48.59,22.96,23.0,29.63,6.96,10.04,13.96,7ppPZa3TRUSGKaks9wH7VT,tracks/7ppPZa3TRUSGKaks9wH7VT.mp3
638,Der Junge mit der Gitarre,Hallo Worum Gehts Ich Bin Dagegen,18.17,14.07,0.0,0.0,6.86,42.9,23.76,14.86,2.0,2v9P6UeIJkWBz2NnvGvZIr,tracks/2v9P6UeIJkWBz2NnvGvZIr.mp3
639,Chris Brown,Forever,28.76,3.07,16.21,16.79,9.14,39.66,18.76,15.03,0.0,3NZJlJemX3mzjf56MqC5ML,tracks/3NZJlJemX3mzjf56MqC5ML.mp3
640,Ryan Adams,Lucky Now,23.24,16.07,20.97,27.55,45.17,25.69,7.1,15.1,5.03,4roEQeLnZ0d96fDnRdXXW6,tracks/4roEQeLnZ0d96fDnRdXXW6.mp3
641,Amy Winehouse,Back To Black,28.72,19.03,46.38,28.79,27.31,27.14,17.24,2.76,7.41,3FAclTFfvUuQYnEsptbK8w,tracks/3FAclTFfvUuQYnEsptbK8w.mp3
642,VersaEmerge,Mind Reader,11.44,13.94,16.62,8.38,2.69,19.75,40.31,25.0,10.94,2b9ge09fnhEVVmkS8BjqRu,tracks/2b9ge09fnhEVVmkS8BjqRu.mp3
643,East 17,it's alright - the guvnor mix,4.82,10.12,4.88,1.35,1.41,36.53,14.06,17.35,0.41,0hiUOCWNdPefjaEAjcJ8Cq,tracks/0hiUOCWNdPefjaEAjcJ8Cq.mp3
644,Madonna,Intervention,17.47,27.32,18.21,16.58,13.74,36.84,31.16,14.79,8.05,7BxLHR4ApH0n4rx10KAWOo,tracks/7BxLHR4ApH0n4rx10KAWOo.mp3
