,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,artist,title,Wonder,Transcendence,Nostalgia,Tenderness,Peacefulness,Joy,Power,Tension,Sadness,Sublimity,Vitality,Unease,ICC,Familiarity,Liking,Spotify ID,Youtube Clip,Youtube ID,Youtube Start-Time,Youtube End-Time,Path,genre
242,245,245,246,Kendrick Lamar,Rigamortus,9.67,5.5,3.4,2.93,9.5,34.47,24.53,30.8,1.37,6.2,29.5,16.08,0.89,1.3,2.5,2lD6AoA8qf2t4Dkf2TcmNK,https://youtube.com/clip/Ugkx4ADkHLGNj1m5ztwo08fC9cfse41HUoAj,Ugkx4ADkHLGNj1m5ztwo08fC9cfse41HUoAj,0:36,1:23,tracks/Ugkx4ADkHLGNj1m5ztwo08fC9cfse41HUoAj.mp3,hip_hop
243,246,246,247,Chinese Man,I've Got That Tune,24.37,10.63,8.23,10.1,26.87,50.97,24.5,10.9,0.0,16.04,37.73,5.45,0.9,1.43,3.23,6ZOeDXutLpSGqA1sSL6LrL,https://youtube.com/clip/Ugkxl8V8xIDseh5mZvsg3Ry96BpP--D9opcP,Ugkxl8V8xIDseh5mZvsg3Ry96BpP--D9opcP,2:29,3:12,tracks/Ugkxl8V8xIDseh5mZvsg3Ry96BpP--D9opcP.mp3,hip_hop
244,247,247,248,Kendrick Lamar,Alright,9.73,5.95,5.95,0.0,7.51,24.92,15.35,19.0,0.0,5.83,20.14,9.5,0.78,2.0,2.24,3iVcZ5G6tvkXZkZKlMpIUs,https://youtube.com/clip/UgkxPHROtDPzARhhsdqX8YLXqcNPRExmYyGh,UgkxPHROtDPzARhhsdqX8YLXqcNPRExmYyGh,3:18,4:04,tracks/UgkxPHROtDPzARhhsdqX8YLXqcNPRExmYyGh.mp3,hip_hop
245,248,248,249,Eminem,Shake That,8.76,3.64,11.4,0.6,10.28,37.72,15.12,10.84,0.0,6.94,26.42,5.42,0.86,2.36,2.88,0fGh0trRN1xz3s41r7V5ce,https://youtube.com/clip/WrjwGPb0Hvw?start=167,WrjwGPb0Hvw?start=167,2:47,3:30,tracks/0fGh0trRN1xz3s41r7V5ce.mp3,hip_hop
246,249,249,250,Immortal Technique,Freedom Of Speech,8.08,6.2,6.12,0.68,8.76,23.44,15.64,23.68,1.76,5.97,19.54,12.72,0.74,1.28,2.48,6fx3RqwMuR3k7M1bCpUFKJ,,,,,tracks/6fx3RqwMuR3k7M1bCpUFKJ.mp3,hip_hop
247,250,250,251,Sage Francis,Crack Pipes,9.32,17.64,12.96,1.84,6.6,8.44,16.0,24.48,12.36,9.67,12.22,18.42,0.52,1.2,2.28,0BbYnQHDdUNO5e38PK3GOX,https://youtube.com/clip/Ugkxcgjs2MEX3oDUTZJGrphrfKkoNRg_44aL,Ugkxcgjs2MEX3oDUTZJGrphrfKkoNRg_44aL,0:20,1:11,tracks/Ugkxcgjs2MEX3oDUTZJGrphrfKkoNRg_44aL.mp3,hip_hop
248,251,251,252,Blackstreet,No Diggity,30.0,6.76,19.6,7.96,23.2,33.88,14.08,3.6,0.0,17.5,23.98,1.8,0.8,3.0,3.36,6MdqqkQ8sSC0WB4i8PyRuQ,https://youtube.com/clip/Ugkx0UsizXtbMI2zJPi4AObyTIb0gJmK0KYB,Ugkx0UsizXtbMI2zJPi4AObyTIb0gJmK0KYB,1:05,1:49,tracks/Ugkx0UsizXtbMI2zJPi4AObyTIb0gJmK0KYB.mp3,hip_hop
249,252,252,253,NAS,N.Y. State of Mind,2.4,10.3,1.45,0.0,6.5,23.3,27.75,32.45,3.6,4.13,25.52,18.02,0.85,1.2,2.05,0trHOzAhNpGCsGBEu7dOJo,https://youtube.com/clip/UgkxcIw-zmh7aFX4IwPWGXjuVNMj17Xr2DKa,UgkxcIw-zmh7aFX4IwPWGXjuVNMj17Xr2DKa,0:29,1:08,tracks/UgkxcIw-zmh7aFX4IwPWGXjuVNMj17Xr2DKa.mp3,hip_hop
250,253,253,254,Nicki Minaj,Moment 4 Life,14.75,23.85,3.2,0.0,4.8,44.05,44.0,15.45,0.85,9.32,44.02,8.15,0.89,2.0,2.95,1ia019RqDK2o4QiANR1Dyn,https://youtube.com/clip/UgkxhOH25PgSEUkU5mNTRLHHQ-V3kL7OKMyU,UgkxhOH25PgSEUkU5mNTRLHHQ-V3kL7OKMyU,0:00,0:39,tracks/UgkxhOH25PgSEUkU5mNTRLHHQ-V3kL7OKMyU.mp3,hip_hop
251,254,254,255,Missy Elliott,Work It,12.91,8.91,5.3,2.3,0.43,39.22,20.48,19.65,0.0,5.97,29.85,9.83,0.83,2.57,2.52,3jagJCUbdqhDSPuxP8cAqF,,,,,tracks/3jagJCUbdqhDSPuxP8cAqF.mp3,hip_hop
252,255,255,256,Marteria,Kids,5.48,15.13,4.04,0.0,12.48,35.61,7.78,18.7,5.0,7.43,21.7,11.85,0.78,1.57,2.13,6lxTIMeCLEkj48TlCRG3XX,https://youtube.com/clip/UgkxkOCPBrbry70xR48trTHolY2-UZ16kstQ,UgkxkOCPBrbry70xR48trTHolY2-UZ16kstQ,0:37,1:15,tracks/UgkxkOCPBrbry70xR48trTHolY2-UZ16kstQ.mp3,hip_hop
253,256,256,257,Wiz Khalifa,"Young, Wild & Free",25.33,13.28,23.61,9.78,8.78,51.83,17.61,18.94,0.0,16.16,34.72,9.47,0.81,3.28,3.22,5HQVUIKwCEXpe7JIHyY734,https://youtube.com/clip/UgkxCvIDJmDT3LI2bByGdPRUfLQcjUwxCj63,UgkxCvIDJmDT3LI2bByGdPRUfLQcjUwxCj63,1:19,1:58,tracks/UgkxCvIDJmDT3LI2bByGdPRUfLQcjUwxCj63.mp3,hip_hop
254,257,257,258,Why SL Know Plug,Rite Back,12.63,8.19,0.56,0.0,2.3,35.07,18.11,15.22,0.81,4.73,26.59,8.02,0.88,1.33,2.56,5c2LdL9xlXX0CyPry5UDIR,https://youtube.com/clip/UgkxtqzDFHjQIkX5tSVrUyjyEoXFIbxKSV7b,UgkxtqzDFHjQIkX5tSVrUyjyEoXFIbxKSV7b,0:29,0:59,tracks/UgkxtqzDFHjQIkX5tSVrUyjyEoXFIbxKSV7b.mp3,hip_hop
255,258,258,259,Black Hippy,Control,4.85,9.19,1.48,0.0,2.59,24.11,20.74,34.44,1.63,3.62,22.43,18.04,0.88,1.22,2.48,18lRXAROle06PhNpCqRoSV,https://youtube.com/clip/Ugkxg8OwJw0DMFF2Ayuk6j2JOpgKQ3YH657w,Ugkxg8OwJw0DMFF2Ayuk6j2JOpgKQ3YH657w,0:11,0:56,tracks/Ugkxg8OwJw0DMFF2Ayuk6j2JOpgKQ3YH657w.mp3,hip_hop
256,259,259,260,Dr. Dre,Still D.R.E.,16.0,14.75,27.19,3.0,20.47,38.0,46.88,11.47,0.0,16.28,42.44,5.73,0.91,4.06,3.84,503OTo2dSqe7qk76rgsbep,https://youtube.com/clip/UgkxdRaji-a4BT10TlHVMim4VkgyR10J4JTP,UgkxdRaji-a4BT10TlHVMim4VkgyR10J4JTP,7200:00,1:38,tracks/UgkxdRaji-a4BT10TlHVMim4VkgyR10J4JTP.mp3,hip_hop
257,260,260,261,Haftbefehl,Lass Die Affen Aus'm Zoo,6.58,13.94,5.71,1.32,4.0,26.9,30.23,45.55,0.97,6.31,28.56,23.26,0.9,1.45,2.26,6QNgcN2uHhXJG4RWDPyQQF,https://youtube.com/clip/Ugkxmy_ga4iNe70znKUgLpNdaPv6HYgHWJUp,Ugkxmy_ga4iNe70znKUgLpNdaPv6HYgHWJUp,0:42,1:12,tracks/Ugkxmy_ga4iNe70znKUgLpNdaPv6HYgHWJUp.mp3,hip_hop
258,261,261,262,J. Cole,Wet Dreamz,31.48,13.77,21.84,20.55,30.77,34.74,23.58,11.13,2.1,23.68,29.16,6.61,0.72,2.23,3.48,4tqcoej1zPvwePZCzuAjJd,https://youtube.com/clip/UgkxVxedlvq78WoVJgVDYux2zHCgEQ8IOTgq,UgkxVxedlvq78WoVJgVDYux2zHCgEQ8IOTgq,0:00,0:35,tracks/UgkxVxedlvq78WoVJgVDYux2zHCgEQ8IOTgq.mp3,hip_hop
259,262,262,263,Dr. Dre,Nuthin' But A G thang,20.97,6.45,15.81,7.13,20.48,42.9,22.77,13.74,1.61,14.17,32.84,7.68,0.81,2.26,3.0,4YtoipFgf4k0AfD17ZfD5X,,,,,tracks/4YtoipFgf4k0AfD17ZfD5X.mp3,hip_hop
260,263,263,264,Soul Position,Priceless,11.93,5.89,2.07,5.85,18.26,35.78,7.52,10.52,0.0,8.8,21.65,5.26,0.87,1.19,2.52,7I4ozG1g4D5H7FvKkMe27n,https://youtube.com/clip/UgkxYUpu9BAz8-d7_Q0IPPLGibsj2-B7BOm8,UgkxYUpu9BAz8-d7_Q0IPPLGibsj2-B7BOm8,0:30,1:05,tracks/UgkxYUpu9BAz8-d7_Q0IPPLGibsj2-B7BOm8.mp3,hip_hop
261,264,264,265,Die Orsons,Ventilator,9.26,5.59,2.33,0.56,5.19,24.67,5.56,21.0,0.74,4.59,15.11,10.87,0.85,1.52,1.93,5j9djud18VQob3Ec3FUoy0,https://youtube.com/clip/UgkxGRvWV0EKHd0SfJ1IW6htTS0h35VmxMga,UgkxGRvWV0EKHd0SfJ1IW6htTS0h35VmxMga,0:24,0:54,tracks/UgkxGRvWV0EKHd0SfJ1IW6htTS0h35VmxMga.mp3,hip_hop
262,265,265,266,Method Man,Part II,16.85,3.52,2.22,1.52,16.44,35.26,19.3,14.78,0.0,8.11,27.28,7.39,0.86,1.74,2.7,2n7h09QrGitVul66b2D8Re,https://youtube.com/clip/UgkxrWMSp4Za-R9LoFhFoBBz_-kue64UEhtF,UgkxrWMSp4Za-R9LoFhFoBBz_-kue64UEhtF,0:30,1:16,tracks/UgkxrWMSp4Za-R9LoFhFoBBz_-kue64UEhtF.mp3,hip_hop
263,266,266,267,Public Enemy,Harder Than You Think,23.59,9.45,6.66,0.0,8.72,47.28,38.83,20.21,2.59,9.68,43.05,11.4,0.91,2.1,2.9,5YpZh8wfS4moRBk0ijNcXr,https://youtube.com/clip/UgkxpVOO0TSOqDoD9F6HShVu3Th8Pvs-qxbq,UgkxpVOO0TSOqDoD9F6HShVu3Th8Pvs-qxbq,1:15,2:00,tracks/UgkxpVOO0TSOqDoD9F6HShVu3Th8Pvs-qxbq.mp3,hip_hop
264,267,267,268,Mattafix,Big City Life,29.48,18.86,21.83,12.34,23.72,39.21,18.9,7.66,0.0,21.25,29.05,3.83,0.77,2.31,2.86,4stm6lf1vQBSl7Eq4Npzr0,https://youtube.com/clip/UgkxSGQfRxnFhbwBogiTRiiADnSJ5HdoUsYa,UgkxSGQfRxnFhbwBogiTRiiADnSJ5HdoUsYa,1:14,1:51,tracks/UgkxSGQfRxnFhbwBogiTRiiADnSJ5HdoUsYa.mp3,hip_hop
265,268,268,269,Tyler The Creator,Yonkers,9.72,7.21,0.0,5.17,5.72,17.21,32.45,34.55,4.41,5.57,24.83,19.48,0.84,1.66,2.38,3WQlJpaUUbGtUqAskvGA7c,https://youtube.com/clip/Ugkxq3Gph_4kLF6SklCby3vSJayTHDuPi7LY,Ugkxq3Gph_4kLF6SklCby3vSJayTHDuPi7LY,1:00,1:50,tracks/3WQlJpaUUbGtUqAskvGA7c.mp3,hip_hop
266,269,269,270,Green Day,Know Your Enemy,20.43,21.0,33.5,5.57,9.14,34.93,49.07,15.36,6.5,17.93,42.0,10.93,0.89,2.64,3.14,5qtwzv99vOr5UTwnTixn7j,,,,,tracks/5qtwzv99vOr5UTwnTixn7j.mp3,rock
267,270,270,271,AedFX,Warning,11.37,15.03,0.0,2.0,12.33,35.4,21.8,50.23,3.37,8.15,28.6,26.8,0.92,1.13,2.1,3mHgqUyhKCBo2PKh18sWeo,,,,,tracks/3mHgqUyhKCBo2PKh18sWeo.mp3,hip_hop
268,271,271,272,brillion,Aurora,19.93,14.14,38.24,38.93,61.28,8.93,0.0,4.97,1.52,34.5,4.47,3.24,0.95,1.48,3.41,3dsMce7p7FYwsxvHZQuaRP,,,,,tracks/3dsMce7p7FYwsxvHZQuaRP.mp3,hip_hop
269,272,272,273,Claptu,sad octopus,17.28,11.6,34.28,26.49,57.53,4.63,1.19,2.23,3.26,29.44,2.91,2.74,0.96,1.23,3.3,6IGd96b2eVkKVhwCW1NJ1e,,,,,tracks/6IGd96b2eVkKVhwCW1NJ1e.mp3,hip_hop
270,273,273,274,Claptu,Aper,14.92,11.8,31.8,39.44,57.84,7.12,0.0,9.16,0.8,31.16,3.56,4.98,0.93,1.04,3.36,4tC89UWVzU3PqdqdiQbAdo,,,,,tracks/4tC89UWVzU3PqdqdiQbAdo.mp3,hip_hop
271,274,274,275,DECAP,Panther,12.35,16.35,0.48,2.0,5.0,24.78,12.61,49.04,0.0,7.23,18.7,24.52,0.92,1.0,1.74,1WmdcotlVastYfmwlvK7x2,,,,,tracks/1WmdcotlVastYfmwlvK7x2.mp3,hip_hop
272,275,275,276,Dexter,Everyday Like This,11.95,1.03,1.86,8.38,9.38,27.0,9.41,17.89,1.05,6.52,18.2,9.47,0.8,1.43,2.59,1IjtbDa43lCjIbClrprdrP,,,,,tracks/1IjtbDa43lCjIbClrprdrP.mp3,hip_hop
273,276,276,277,Dj Shadow,Building Steam With A Grain of Salt,9.34,12.38,6.97,6.28,9.72,20.0,15.66,40.24,5.83,8.94,17.83,23.03,0.79,1.21,2.34,4cucslsiEgezV2o900Ykg3,,,,,tracks/4cucslsiEgezV2o900Ykg3.mp3,hip_hop
274,279,279,280,Idealism,controlla,22.07,8.81,37.48,29.96,56.7,11.89,3.26,0.0,12.48,31.01,7.57,6.24,0.93,1.22,3.52,7woCxOw0jmj65ohlQ3x0tH,,,,,tracks/7woCxOw0jmj65ohlQ3x0tH.mp3,hip_hop
275,280,280,281,Joey Pecoraro,Your Favorite Place,25.81,34.19,22.94,41.84,65.16,21.9,8.9,9.45,2.35,37.99,15.4,5.9,0.92,1.48,3.52,2p6es5NEF5CBRrKC1lJHri,,,,,tracks/2p6es5NEF5CBRrKC1lJHri.mp3,hip_hop
276,281,281,282,Lord Finesse,Midas Era,19.5,16.62,12.96,4.31,29.88,39.08,15.77,22.23,1.12,16.65,27.42,11.67,0.78,1.27,2.69,6v0AYQ5YoF51yzGY0v0Dyg,,,,,tracks/6v0AYQ5YoF51yzGY0v0Dyg.mp3,hip_hop
277,283,283,284,Philanthrope,pueblo,13.0,18.15,23.67,17.94,44.06,10.91,3.85,7.24,3.85,23.36,7.38,5.55,0.89,1.24,3.03,3oYUtjjvbSxN40CQ71ZvTd,,,,,tracks/3oYUtjjvbSxN40CQ71ZvTd.mp3,hip_hop
278,285,285,286,Suff Daddy,K C Vodka,0.0,5.57,1.48,3.33,13.29,18.67,10.71,25.48,3.43,4.73,14.69,14.45,0.72,1.0,1.86,701ScIvdwIVub5swI6ObLG,,,,,tracks/701ScIvdwIVub5swI6ObLG.mp3,hip_hop
279,286,286,287,The Deli,5:32pm,15.27,16.04,38.54,27.54,57.15,13.42,1.77,10.96,0.0,30.91,7.6,5.48,0.92,1.19,2.88,7qrBYrivpvfXUPBMmqh3dA,,,,,tracks/7qrBYrivpvfXUPBMmqh3dA.mp3,hip_hop
280,287,287,288,Tom Doolie,Blue Book,15.64,12.56,34.47,28.44,48.58,9.31,0.0,8.14,3.71,27.94,4.65,5.92,0.96,1.25,3.22,3E4LT4SvrEhGKIzyAeezEa,,,,,tracks/3E4LT4SvrEhGKIzyAeezEa.mp3,hip_hop
281,289,289,290,No Spirit,Glowing Lights,6.43,15.32,19.16,20.65,52.92,3.16,4.59,5.54,5.78,22.9,3.88,5.66,0.93,1.49,3.11,3KunPHIvhxrUaHny2Z1J9w,,,,,tracks/3KunPHIvhxrUaHny2Z1J9w.mp3,hip_hop
282,290,290,291,Rancid,Time Bomb,5.06,3.75,15.94,1.62,5.06,34.81,24.19,21.44,1.62,6.29,29.5,11.53,0.84,1.25,2.62,41kg2RvdwBuIv0OPpvBS4v,,,,,tracks/41kg2RvdwBuIv0OPpvBS4v.mp3,rock
283,291,291,292,Amy Winehouse,I Heard Love Is Blind,24.73,13.09,17.73,26.45,40.36,31.55,2.18,3.64,5.91,24.47,16.86,4.77,0.8,1.18,2.55,3Li4nWTnkUu19vxkhNW9td,,,,,tracks/3Li4nWTnkUu19vxkhNW9td.mp3,jazz
284,292,292,293,Madeleine Peyroux,To Love You All Over Again,22.33,21.25,31.0,25.58,41.75,10.08,7.17,0.75,23.17,28.38,8.62,11.96,0.85,1.08,3.0,4EPwpBN0t11bIxjsAI8oaF,,,,,tracks/4EPwpBN0t11bIxjsAI8oaF.mp3,jazz
285,294,294,295,Paradise Lost,Faith Divides Us - Death Unites Us,13.84,17.26,9.79,3.89,6.74,13.16,37.32,46.58,17.89,10.31,25.24,32.24,0.88,1.16,2.42,5gOjvocmJZQ05QBSE9xIkR,,,,,tracks/5gOjvocmJZQ05QBSE9xIkR.mp3,rock
286,295,295,296,Fafï¿½ de Belï¿½m,Foi Assim,14.67,13.83,28.21,22.42,29.88,15.21,9.33,7.46,11.62,21.8,12.27,9.54,0.81,1.12,2.17,55snJzt0NFIY0unGMjMuw9,,,,,tracks/55snJzt0NFIY0unGMjMuw9.mp3,jazz
287,296,296,297,Lucky Twice,Lucky,14.14,8.67,22.81,20.71,11.05,35.67,34.57,11.05,7.0,15.48,35.12,9.02,0.79,1.9,2.95,4Td50xcLZQOrOHQeG0vULJ,,,,,tracks/4Td50xcLZQOrOHQeG0vULJ.mp3,pop
288,297,297,298,t.A.T.u.,All the Things She Said,25.62,20.69,29.23,19.08,15.54,34.92,46.69,12.0,13.77,22.03,40.81,12.88,0.72,2.23,3.46,4bJygwUKrRgq1stlNXcgMg,,,,,tracks/4bJygwUKrRgq1stlNXcgMg.mp3,pop
289,298,298,299,Daft Punk,Lose Yourself To Dance,12.43,19.43,15.76,4.48,15.76,36.67,23.52,9.57,7.95,13.57,30.1,8.76,0.74,2.19,2.95,5CMjjywI0eZMixPeqNd75R,,,,,tracks/5CMjjywI0eZMixPeqNd75R.mp3,funk_soul
290,299,299,300,Cult of Luna,Thirtyfour,6.35,15.87,9.68,1.45,5.71,8.9,33.65,38.68,7.94,7.81,21.27,23.31,0.9,1.0,2.03,59mzCn4G9KcuIWoksoe2aq,,,,,tracks/59mzCn4G9KcuIWoksoe2aq.mp3,rock
291,300,300,301,Fergie,Big Girls Don't Cry,14.79,18.89,30.37,22.11,22.58,32.53,23.74,3.74,15.89,21.75,28.13,9.82,0.72,3.11,3.21,3Q4WeJmzxuDpzMu9QjQqbM,,,,,tracks/3Q4WeJmzxuDpzMu9QjQqbM.mp3,pop
292,301,301,302,Thievery Corporation,The Richest Man in Babylon,10.93,11.73,11.87,11.67,28.07,31.2,29.87,8.27,7.07,14.85,30.53,7.67,0.71,1.47,2.73,20F3FcES8KU4kffMCkFgNN,,,,,tracks/20F3FcES8KU4kffMCkFgNN.mp3,electronic
293,302,302,303,Kylie Minogue,Skirt,13.29,11.29,11.0,11.14,3.43,37.93,47.36,22.71,0.36,10.03,42.64,11.54,0.84,1.5,3.14,4HS4veWZYPzHvEmVxrVEoy,,,,,tracks/4HS4veWZYPzHvEmVxrVEoy.mp3,electronic
294,303,303,304,Sia,The Church of What's Happening Now,40.23,34.85,38.77,37.23,48.85,15.77,12.46,10.54,40.85,39.98,14.12,25.69,0.78,1.23,3.08,2NIq6qD7oM7SRT0C7kobr5,,,,,tracks/2NIq6qD7oM7SRT0C7kobr5.mp3,electronic
295,304,304,305,The Weather Girls,It's Raining Men,24.71,27.86,59.07,20.64,0.86,77.5,63.57,7.36,0.21,26.63,70.54,3.79,0.96,4.64,4.36,4caiYv89C9GZdDD1RzshWd,,,,,tracks/4caiYv89C9GZdDD1RzshWd.mp3,funk_soul
296,305,305,306,blink-182,Online Songs,12.85,7.15,24.92,3.08,8.0,58.38,49.62,12.0,1.38,11.2,54.0,6.69,0.94,1.85,3.15,2DcxTfOm8y2UgeP81qdidR,,,,,tracks/2DcxTfOm8y2UgeP81qdidR.mp3,rock
297,306,306,307,Darren Styles,Cutting Deep,10.36,26.43,5.29,0.0,5.36,42.21,36.29,27.93,1.71,9.49,39.25,14.82,0.85,1.21,2.71,2GOGJIN0VMUFrHtyKvmkQn,,,,,tracks/2GOGJIN0VMUFrHtyKvmkQn.mp3,electronic
298,307,307,308,Leo Sayer,More Than I Can Say,12.33,17.29,30.38,22.24,34.95,15.24,8.33,4.95,14.38,23.44,11.79,9.67,0.83,1.52,2.76,3RJ81z1sPLeWEFuCfGaCLC,,,,,tracks/3RJ81z1sPLeWEFuCfGaCLC.mp3,rock
299,308,308,309,Air Supply,The One That You Love,22.06,17.0,30.56,42.06,18.19,21.81,15.69,7.31,23.38,25.98,18.75,15.34,0.7,2.0,3.12,3FDAd5vW4P7xe1GBNOLyfD,,,,,tracks/3FDAd5vW4P7xe1GBNOLyfD.mp3,rock
300,309,309,310,Mr. Mister,Broken Wings,34.41,24.94,49.59,20.59,26.76,20.71,24.35,3.88,9.82,31.26,22.53,6.85,0.8,3.29,3.47,78FHUZRbFDCG6VkRAQdFLm,,,,,tracks/78FHUZRbFDCG6VkRAQdFLm.mp3,rock
301,310,310,311,Hooverphonic,One,19.69,17.62,30.06,34.31,33.75,12.12,6.5,6.62,12.62,27.09,9.31,9.62,0.81,1.06,2.56,6g7ervcGNeDlHFQFXkcSzS,,,,,tracks/6g7ervcGNeDlHFQFXkcSzS.mp3,electronic
302,311,311,312,Paul McCartney,The Lovely Linda,21.59,12.47,45.59,30.41,54.59,24.71,5.65,6.94,15.0,32.93,15.18,10.97,0.92,1.41,2.76,0Ca2mDERpTFmnttcSt9UcR,,,,,tracks/0Ca2mDERpTFmnttcSt9UcR.mp3,rock
303,312,312,313,Owl City,Lucid Dream,28.33,24.33,27.0,17.56,45.11,28.89,15.44,2.22,4.78,28.47,22.17,3.5,0.74,1.89,3.33,4icP6VWlKBLIHzl0bBD4xw,,,,,tracks/4icP6VWlKBLIHzl0bBD4xw.mp3,electronic
304,313,313,314,Stevie Wonder,I Just Called to Say I Love You,28.91,12.64,47.36,54.73,54.91,48.09,11.82,1.27,13.64,39.71,29.95,7.45,0.86,3.55,3.91,6RNDeRnWsRMjPdNVgupZCs,,,,,tracks/6RNDeRnWsRMjPdNVgupZCs.mp3,funk_soul
305,314,314,315,Massive Attack,Mezzanine,13.07,28.86,18.14,6.36,17.07,13.64,22.0,41.14,17.21,16.7,17.82,29.18,0.53,1.79,2.57,67Hna13dNDkZvBpTXRIaOJ,,,,,tracks/67Hna13dNDkZvBpTXRIaOJ.mp3,electronic
306,315,315,316,Solitude Aeturnus,Seeds of the Desolate,2.06,11.12,8.65,1.12,0.29,7.29,19.41,61.06,6.12,4.65,13.35,33.59,0.93,1.0,1.29,7emF3lKU8NmkrlmDXUTYER,,,,,tracks/7emF3lKU8NmkrlmDXUTYER.mp3,rock
307,316,316,317,"Chunk! No, Captain Chunk!",So Close and Yet So Far,13.64,5.71,27.79,7.79,10.07,51.71,49.86,19.21,9.5,13.0,50.79,14.36,0.86,1.5,3.43,4nYV0FQkrOXzruL4xFlKmL,,,,,tracks/4nYV0FQkrOXzruL4xFlKmL.mp3,rock
308,317,317,318,Sam Smith,Stay with Me,12.27,14.64,27.91,44.18,34.91,20.09,12.73,3.36,46.64,26.78,16.41,25.0,0.74,4.64,4.18,5Nm9ERjJZ5oyfXZTECKmRt,,,,,tracks/5Nm9ERjJZ5oyfXZTECKmRt.mp3,funk_soul
309,318,318,319,The Platters,My Prayer,36.56,23.75,50.56,49.88,36.0,18.19,15.25,5.56,17.38,39.35,16.72,11.47,0.88,1.5,2.94,1ntGJDSakqsaw1KhptKrB5,,,,,tracks/1ntGJDSakqsaw1KhptKrB5.mp3,funk_soul
310,319,319,320,Skrillex,First of the Year (Equinox),2.5,11.58,12.17,0.67,1.0,8.58,19.92,44.67,5.0,5.58,14.25,24.83,0.86,1.0,1.5,5i7fZq3chLyCHo3VeB6goD,,,,,tracks/5i7fZq3chLyCHo3VeB6goD.mp3,electronic
311,320,320,321,Sarah McLachlan,Elsewhere,22.35,12.47,31.12,33.41,37.12,7.0,4.59,6.47,39.47,27.29,5.79,22.97,0.87,1.24,2.65,1hBi66N1p1QyvFTHjnH2jv,,,,,tracks/1hBi66N1p1QyvFTHjnH2jv.mp3,rock
312,321,321,322,Lakeside,Fantastic Voyage,17.89,12.0,19.47,3.26,12.84,35.74,30.68,10.26,1.26,13.09,33.21,5.76,0.82,1.26,3.0,0rc9Uwm4vmnQEfx5omLWWF,,,,,tracks/0rc9Uwm4vmnQEfx5omLWWF.mp3,funk_soul
313,322,322,323,My Dying Bride,For My Fallen Angel,45.38,25.67,26.14,33.67,44.86,5.52,17.52,8.71,46.76,35.14,11.52,27.74,0.87,1.38,3.67,5oVSFQUi1hBYYRiNeOwfWy,,,,,tracks/5oVSFQUi1hBYYRiNeOwfWy.mp3,rock
314,323,323,324,St. Vincent,I Prefer Your Love,22.29,19.18,23.47,11.94,41.71,5.82,7.65,6.65,16.35,23.72,6.74,11.5,0.82,1.06,2.47,0Snb87Z4Zdn6YFMicWA7gx,,,,,tracks/0Snb87Z4Zdn6YFMicWA7gx.mp3,pop
315,324,324,325,Wild Cherry,Play That Funky Music,22.15,27.54,33.46,14.23,23.69,58.46,36.0,3.08,2.92,24.22,47.23,3.0,0.9,3.0,3.38,5uuJruktM9fMdN9Va0DUMl,,,,,tracks/5uuJruktM9fMdN9Va0DUMl.mp3,funk_soul
316,325,325,326,Sandy,Aquela dos 30,16.52,8.64,9.72,11.96,8.28,45.84,20.08,7.76,1.48,11.02,32.96,4.62,0.92,1.0,2.68,13P1ZQvK9lejmHM6h8Pnbk,,,,,tracks/13P1ZQvK9lejmHM6h8Pnbk.mp3,pop
317,326,326,327,Modern Talking,"You're My Heart, You're My Soul",7.59,5.59,15.47,8.53,14.82,24.71,15.71,12.94,5.12,10.4,20.21,9.03,0.58,1.71,2.41,0Zn63G0XTiqXwr1KSmARWz,,,,,tracks/0Zn63G0XTiqXwr1KSmARWz.mp3,pop
318,327,327,328,Karma Fields,Build The Cities (feat. Kerli),6.3,13.5,1.6,0.4,5.7,28.9,40.4,28.7,0.3,5.5,34.65,14.5,0.76,1.1,3.0,50fO3coGeBVITFxiYlHSDs,,,,,tracks/50fO3coGeBVITFxiYlHSDs.mp3,electronic
319,329,329,330,Hï¿½ndel,Lascia ch'io pianga,15.42,27.42,14.42,24.5,63.33,22.42,11.75,3.5,15.17,29.02,17.08,9.33,0.78,2.17,3.08,,https://youtube.com/clip/UgkxYADFt-D1EmdXoVDO2KJ0fQlgTNRiB0J3,UgkxYADFt-D1EmdXoVDO2KJ0fQlgTNRiB0J3,0:00,0:53,tracks/UgkxYADFt-D1EmdXoVDO2KJ0fQlgTNRiB0J3.mp3,classic
320,330,330,331,Mozart,Overture - Marriage Of Figaro,45.2,37.07,24.63,11.63,39.97,59.43,47.53,10.3,1.23,31.7,53.48,5.77,0.92,3.47,3.97,,https://youtube.com/clip/UgkxIHD7cHxBW6rvMSwLwgllUy30Z--NUcSZ,UgkxIHD7cHxBW6rvMSwLwgllUy30Z--NUcSZ,0:18,0:52,tracks/UgkxIHD7cHxBW6rvMSwLwgllUy30Z--NUcSZ.mp3,classic
321,331,331,332,Alfvï¿½n,Midsommarvaka,35.67,34.58,8.67,35.42,40.33,28.83,17.58,4.33,0.0,30.93,23.21,2.17,0.68,2.25,3.33,6bnYnAVPzpWLqG4mqC9gc3,,,,,tracks/6bnYnAVPzpWLqG4mqC9gc3.mp3,classic
