artist,title,Wonder,Transcendence,Nostalgia,Tenderness,Peacefulness,Joy,Power,Tension,Sadness,Spotify ID,Youtube ID,genre,Path
Trailerpark,Schlechter Tag,4,5,1,2,1,5,1,3,1,,Ugkxf5fmFiQEz9AO6cjfIswgzRsJmSFsHTQ4,hip_hop,tracks/Ugkxf5fmFiQEz9AO6cjfIswgzRsJmSFsHTQ4.mp3
Wayne Newton,Danke Schoen,2,2,5,3,2,4,3,2,1,1BfbdFWT4wirsQ5BNgmN52,,jazz,tracks/1BfbdFWT4wirsQ5BNgmN52.mp3
OutKast,B.O.B.,2,2,1,1,2,5,5,4,1,3WibbMr6canxRJXhNtAvLU,UgkxubyVQJjx7WtuqLhLzUBEEkMSHEXoPqZH,hip_hop,tracks/UgkxubyVQJjx7WtuqLhLzUBEEkMSHEXoPqZH.mp3
Moby,Porcelain,4,2,4,3,5,3,1,1,1,1hEh8Hc9lBAFWUghHBsCel,UgkxCeZp2xuJSLW0-0PZjBJt_V5-LaoVDjdx,pop,tracks/UgkxCeZp2xuJSLW0-0PZjBJt_V5-LaoVDjdx.mp3
Scroobius Pip,Let 'Em Come,2,2,1,1,1,3,4,5,1,5iDkCenF5yMkweYTzvnxc0,UgkxNA0TGyZvRFpL5HfNxf5jL-Aos0_TMrjq,hip_hop,tracks/UgkxNA0TGyZvRFpL5HfNxf5jL-Aos0_TMrjq.mp3
Dvorak,9. Sinfonie (II. Largo),5,5,5,5,5,2,1,1,4,,UgkxFAA69ye9sAY1N9WDpRz5SObKLpnyEKng,classic,tracks/UgkxFAA69ye9sAY1N9WDpRz5SObKLpnyEKng.mp3
Beyoncï¿½,Blow Remix,2,2,3,4,3,5,5,2,1,0GjDYSp1bNyjggwPadwlyf,,funk_soul,tracks/0GjDYSp1bNyjggwPadwlyf.mp3
Avril Lavigne,Girlfriend,2,2,5,3,2,5,5,3,1,45hOioMDJktr86iKDHC8gr,,pop,tracks/45hOioMDJktr86iKDHC8gr.mp3
Emika,Drop the Other,4,5,3,2,3,4,5,4,2,1sHoqPtMfaZML6P77Q586a,,electronic,tracks/1sHoqPtMfaZML6P77Q586a.mp3
Toquinho,Garota de Ipanema,2,1,4,2,4,5,2,2,1,0KtpvAIKMUD4wSsHv25IMn,,jazz,tracks/0KtpvAIKMUD4wSsHv25IMn.mp3
Selena Gomez,Love You Like a Love Song,4,3,5,5,2,5,4,2,1,0laYHRpNTS6i8FXdupHkJ4,,pop,tracks/0laYHRpNTS6i8FXdupHkJ4.mp3
Future,Mask Off,3,1,2,1,1,5,4,3,1,0VgkVdmE4gld66l8iyGjgx,Ugkx5J3xH7SZ9jDFtpl8pdxAnMiSb-GPCrhY,hip_hop,tracks/Ugkx5J3xH7SZ9jDFtpl8pdxAnMiSb-GPCrhY.mp3
East 17,it's alright - the guvnor mix,1,2,1,1,1,5,2,3,1,0hiUOCWNdPefjaEAjcJ8Cq,,pop,tracks/0hiUOCWNdPefjaEAjcJ8Cq.mp3
Ambrosia,You're the Only Woman,2,2,5,5,3,4,3,1,2,11qmuUlW5q5diLiVSOlsSF,,jazz,tracks/11qmuUlW5q5diLiVSOlsSF.mp3
Cult of Luna,Thirtyfour,1,2,2,1,1,2,5,5,2,59mzCn4G9KcuIWoksoe2aq,,rock,tracks/59mzCn4G9KcuIWoksoe2aq.mp3
Kings of Convenience,I'd Rather Dance With You,4,2,4,5,4,5,3,1,1,4hGOhC87bn7JBdYykOJJvJ,,pop,tracks/4hGOhC87bn7JBdYykOJJvJ.mp3
John Mayer,Heartbreak Warfare,5,3,5,5,5,4,4,1,4,4gs07VlJST4bdxGbBsXVue,,rock,tracks/4gs07VlJST4bdxGbBsXVue.mp3
Rihanna,Diamonds,5,3,5,4,4,5,5,1,1,1z9kQ14XBSN0r2v6fx4IdG,,pop,tracks/1z9kQ14XBSN0r2v6fx4IdG.mp3
Take That,Love Ain't Here Anymore,3,2,4,4,4,1,1,1,4,1LtwwvNy05VlULpCTogigr,,pop,tracks/1LtwwvNy05VlULpCTogigr.mp3
Roberta Sï¿½,Fogo E Gasolina,2,1,2,1,2,5,3,1,1,3z29d3vubYNEBeuuo2e8vE,,jazz,tracks/3z29d3vubYNEBeuuo2e8vE.mp3
Alpine,Gasoline,3,2,3,3,4,4,3,1,1,1KHOOsJUHBy82PCZVV8Lmd,,pop,tracks/1KHOOsJUHBy82PCZVV8Lmd.mp3
Missy Elliott,Work It,2,2,1,1,1,5,3,3,1,3jagJCUbdqhDSPuxP8cAqF,,hip_hop,tracks/3jagJCUbdqhDSPuxP8cAqF.mp3
The Jackson 5,Who's Lovin You,4,2,5,5,5,4,2,1,1,6cZrsaNb4Zo9E5KHk7gcz5,,pop,tracks/6cZrsaNb4Zo9E5KHk7gcz5.mp3
All American Rejects,Fallin Apart,4,3,2,2,4,5,5,2,1,3YoLDoNNTKb7R3Gc3yRrGK,UgkxDpumEt0h1YNhzNmcOcC_tpr896wgwGQa,pop,tracks/UgkxDpumEt0h1YNhzNmcOcC_tpr896wgwGQa.mp3
DECAP,Panther,2,3,1,1,1,4,2,5,1,1WmdcotlVastYfmwlvK7x2,,hip_hop,tracks/1WmdcotlVastYfmwlvK7x2.mp3
Submotion Orchestra,Eyeline,4,3,2,2,2,2,4,2,2,2sqeVVvHRuskC1E4nA1Xls,,electronic,tracks/2sqeVVvHRuskC1E4nA1Xls.mp3
Melanie C,"Yeh, Yeh, Yeh",2,1,3,1,2,5,5,3,1,5gEkWBFaVUjzY7Y3sw35UU,,pop,tracks/5gEkWBFaVUjzY7Y3sw35UU.mp3
Tamar Braxton,Sound of Love,2,2,1,1,2,2,2,5,2,1QSNwan8EvZeJhuDag0aqX,,funk_soul,tracks/1QSNwan8EvZeJhuDag0aqX.mp3
Immortal Technique,Leaving the past,3,4,3,1,2,3,2,3,3,6msTUCqIfVOWe7pzWGzh6F,,hip_hop,tracks/6msTUCqIfVOWe7pzWGzh6F.mp3
NAS,Doo Rags,5,5,4,5,4,5,5,1,1,2XQrvYopdCkOenX4Z5CdV7,UgkxHgPXHI3iwijH2ubl4ECPZWr71pOH2kNY,hip_hop,tracks/UgkxHgPXHI3iwijH2ubl4ECPZWr71pOH2kNY.mp3
Shape of Despair,Descending Inner Night,3,4,2,1,3,2,5,5,3,6MlYQ2wTknOenhhYhofmdy,,rock,tracks/6MlYQ2wTknOenhhYhofmdy.mp3
Justin Timberlake,My Love,3,2,2,4,3,5,4,2,1,4NeOWqHmlrGRuBvsLJC9rL,UgkxhOPsGjvMcvDrm4YVta_y5I3IDE07ggY2,pop,tracks/UgkxhOPsGjvMcvDrm4YVta_y5I3IDE07ggY2.mp3
Avril Lavigne,Wish You Were Here,3,3,5,5,3,5,4,3,3,5XHf9PBxxHmJFuiDkGNIOA,,rock,tracks/5XHf9PBxxHmJFuiDkGNIOA.mp3
Electric Wizard,The Chosen Few,2,3,2,2,2,2,4,4,2,5qN4DbKNNuIIe7xSlJPco0,,rock,tracks/5qN4DbKNNuIIe7xSlJPco0.mp3
Belleruche,Anything You Want (Not That),2,2,3,2,3,4,2,2,1,41fe96o3cxCfvINxcxEe4R,,funk_soul,tracks/41fe96o3cxCfvINxcxEe4R.mp3
Debussy,Clair de lune,4,4,5,5,5,1,1,1,2,,UgkxZqA9R-IZ4NlEqnnscZRcW-NU-PSfWw-Y,classic,tracks/UgkxZqA9R-IZ4NlEqnnscZRcW-NU-PSfWw-Y.mp3
2Pac,Keep Ya Head Up,2,2,2,2,4,4,2,1,1,4Tttv4p2xuAq1LpQ7LI95E,,hip_hop,tracks/4Tttv4p2xuAq1LpQ7LI95E.mp3
The Weeknd,Wicked Games,5,4,4,5,5,4,5,2,2,6VwBbL8CzPiC4QV66ay7oR,,electronic,tracks/6VwBbL8CzPiC4QV66ay7oR.mp3
Lucky Twice,Lucky,2,2,4,3,2,5,5,2,1,4Td50xcLZQOrOHQeG0vULJ,,pop,tracks/4Td50xcLZQOrOHQeG0vULJ.mp3
New Found Glory,This Disaster,2,3,3,1,1,5,5,4,2,2VHAQ84pzRe11YdMUDZzMZ,,rock,tracks/2VHAQ84pzRe11YdMUDZzMZ.mp3
Alana Davis,32 Flavors,2,2,2,3,3,2,2,1,2,3o5dmw1M6ugfLpva7yTyDr,,rock,tracks/3o5dmw1M6ugfLpva7yTyDr.mp3
Ella Fitzgerald,Dream A Little Dream Of Me,5,4,5,5,5,3,2,1,3,78MI7mu1LV1k4IA2HzKmHe,,jazz,tracks/78MI7mu1LV1k4IA2HzKmHe.mp3
Ana Carolina,"Tï¿½ rindo, ï¿½?",2,2,3,4,4,4,3,2,1,65GmViOSKcP7jK0wNqRs8r,,jazz,tracks/65GmViOSKcP7jK0wNqRs8r.mp3
Chaka Khan,La Flamme,1,1,3,2,1,4,4,3,1,2eov5RDWfwpixHgts4okh9,,funk_soul,tracks/2eov5RDWfwpixHgts4okh9.mp3
Pitbull,Better On Me,2,2,2,3,4,5,3,2,1,0vLlEo1D4VRiGzMLxLbsh2,UgkxCR_Az098RiwjH07R9_uAqtt8bx0xOmNm,pop,tracks/UgkxCR_Az098RiwjH07R9_uAqtt8bx0xOmNm.mp3
Katie Perry,I Kissed A Girl,5,2,4,1,2,5,5,2,1,14iN3o8ptQ8cFVZTEmyQRV,UgkxtorIr5hC1D3sL7KcJF9n4-lfiSpsir65,pop,tracks/UgkxtorIr5hC1D3sL7KcJF9n4-lfiSpsir65.mp3
Elle King,Ex's &Oh's,5,3,3,2,2,5,5,2,1,70eDxAyAraNTiD6lx2ZEnH,Ugkx3wz3aVo_p1Uhr4T5tZitbHQC7eywoKY0,pop,tracks/Ugkx3wz3aVo_p1Uhr4T5tZitbHQC7eywoKY0.mp3
Shpongle,I Am You,2,2,1,1,1,3,3,5,1,3k3RK6cRZa165izv0rTv4Z,,electronic,tracks/3k3RK6cRZa165izv0rTv4Z.mp3
Michael Jackson,Ain't No Sunshine,3,2,4,3,2,3,4,2,2,6ac4lvV0LKQlbHYXJ7vTDb,,funk_soul,tracks/6ac4lvV0LKQlbHYXJ7vTDb.mp3
Lasgo,Something,2,4,3,1,1,5,5,3,1,3e9L9HiHKcfYLAga28Vmcf,,electronic,tracks/3e9L9HiHKcfYLAga28Vmcf.mp3
Stevie Nicks,Ghosts,1,1,2,1,1,2,3,5,1,6Cy4g8vU4WZJFYgwsAcG6K,,rock,tracks/6Cy4g8vU4WZJFYgwsAcG6K.mp3
Rossini,Wilhelm Tell (Ouvertï¿½re),5,4,2,3,1,5,5,1,2,,UgkxybJ8kBJHnD0NH_qSCug2wTmq6BHK4VqE,classic,tracks/UgkxybJ8kBJHnD0NH_qSCug2wTmq6BHK4VqE.mp3
En Vogue,Beat of Love,2,2,1,3,3,1,1,4,1,2CHSYLRP4AQgyKV17Qc9QO,,funk_soul,tracks/2CHSYLRP4AQgyKV17Qc9QO.mp3
Draconian,"Death, Come Near Me",2,4,2,3,2,1,2,4,5,0xaf0rzKil2j5Yd2Fiz9SL,,rock,tracks/0xaf0rzKil2j5Yd2Fiz9SL.mp3
SSIO,Sim-Karte,2,2,1,1,2,5,4,4,1,4boJTTrr04CNomqZj9SJ4f,UgkxysIgcy_4uD84L41xB_BHI_cyFy2D92pI,hip_hop,tracks/UgkxysIgcy_4uD84L41xB_BHI_cyFy2D92pI.mp3
Alicia Keys,If I Ain't Got You,4,3,5,5,5,3,2,2,2,3XVBdLihbNbxUwZosxcGuJ,UgkxrPlnq-ux8G190EZ5mqQatzID-YW3YEvl,pop,tracks/UgkxrPlnq-ux8G190EZ5mqQatzID-YW3YEvl.mp3
Madonna,Don't Tell Me,2,2,3,2,4,4,2,2,1,23EhTCPRTlLVM6VQUyh8bH,,pop,tracks/23EhTCPRTlLVM6VQUyh8bH.mp3
Sixpence None the Richer,Kiss Me,2,1,5,5,4,4,1,1,1,754kgU5rWscRTfvlsuEwFp,,pop,tracks/754kgU5rWscRTfvlsuEwFp.mp3
Ladyhawke,My Delirium,2,1,4,2,2,5,5,2,2,3vqSWOEMO4OOxa2QJHuitI,,pop,tracks/3vqSWOEMO4OOxa2QJHuitI.mp3
Owl City,Lucid Dream,4,4,4,3,5,4,2,1,1,4icP6VWlKBLIHzl0bBD4xw,,electronic,tracks/4icP6VWlKBLIHzl0bBD4xw.mp3
Frank Sinatra,Fly Me to the Moon,4,2,4,5,3,5,3,1,1,5b7OgznPJJr1vHNYGyvxau,,jazz,tracks/5b7OgznPJJr1vHNYGyvxau.mp3
The Notorious B.I.G.,Juicy,3,2,2,2,4,5,3,1,1,2AP7m2dBb8ULTx4Gc1rdMc,UgkxrJMgPWDGPZXi53mg-mbkThj5shc2hAfc,hip_hop,tracks/UgkxrJMgPWDGPZXi53mg-mbkThj5shc2hAfc.mp3
Lana Del Rey,Video Games,5,5,5,5,5,2,5,2,5,24jvD83UgLmrdGjhWTFslY,,pop,tracks/24jvD83UgLmrdGjhWTFslY.mp3
blink-182,Online Songs,2,1,4,1,2,5,5,2,1,2DcxTfOm8y2UgeP81qdidR,,rock,tracks/2DcxTfOm8y2UgeP81qdidR.mp3
Jorge Ben Jor,"Mas, Que Nada!",3,4,5,5,5,5,2,2,2,6U03Orwr5Dxt8jahLnQpYV,,jazz,tracks/6U03Orwr5Dxt8jahLnQpYV.mp3
The Whitest Boy Alive,Keep a Secret,2,2,2,1,3,2,1,3,2,7pHWIlKBTQJM9oErC4OzSP,,pop,tracks/7pHWIlKBTQJM9oErC4OzSP.mp3
Faurï¿½,Romance sans Paroles,3,4,5,5,5,2,1,1,1,,UgkxQPEqkpnGIK2-LLxuRimQ9MHxpkpmCeeg,classic,tracks/UgkxQPEqkpnGIK2-LLxuRimQ9MHxpkpmCeeg.mp3
Eminem,Lose Yourself,4,3,4,2,3,5,5,2,1,7MJQ9Nfxzh8LPZ9e9u68Fq,UgkxpFGqBJ32ORfzd4DhgSOtxi95nKPJclM2,hip_hop,tracks/UgkxpFGqBJ32ORfzd4DhgSOtxi95nKPJclM2.mp3
Dido,Don't Leave Home,5,3,5,5,5,3,3,1,4,4N7e9ltiDKb19Swu2CWqMB,,pop,tracks/4N7e9ltiDKb19Swu2CWqMB.mp3
Lasgo,Alone,1,2,2,1,1,4,4,3,1,6hVdYM1RKjPIYv17KJ6Cll,,electronic,tracks/6hVdYM1RKjPIYv17KJ6Cll.mp3
M.I.A.,Paper Planes,2,1,2,1,1,5,4,3,1,4YOH3cBrhf4F6T4iYFUdz5,UgkxybLbk7xO9Z4sFmjacBa0Ltbd5UZqfUhs,pop,tracks/UgkxybLbk7xO9Z4sFmjacBa0Ltbd5UZqfUhs.mp3
SSIO,Nullkommaneun,2,3,1,1,1,5,3,5,1,3cLXgIlvugVKpWBmO5v9oy,UgkxIoxnqhDJAYNa8D04h4ErsP8RkqaPXWqW,hip_hop,tracks/UgkxIoxnqhDJAYNa8D04h4ErsP8RkqaPXWqW.mp3
Astrud Gilberto,Agua De Beber,1,1,4,3,5,3,1,1,2,3QKJELWORZZ7rUZDWeMWSA,,jazz,tracks/3QKJELWORZZ7rUZDWeMWSA.mp3
Elis Regina,Canto De Ossanha,2,1,3,2,3,3,2,2,1,7hli27iuIkMtJJMcLYou25,,jazz,tracks/7hli27iuIkMtJJMcLYou25.mp3
Frank Sinatra,Like Someone in Love,5,4,5,5,5,4,3,1,4,0CaqEVnLB5plVzrlrMjfKT,,jazz,tracks/0CaqEVnLB5plVzrlrMjfKT.mp3
Whitney Houston,I Wanna Dance With Somebody,5,2,5,3,4,5,5,1,1,2tUBqZG2AbRi7Q0BIrVrEj,Ugkxkl1P_hb1huEiQYoB8yrAOtHOcRhZSatO,pop,tracks/Ugkxkl1P_hb1huEiQYoB8yrAOtHOcRhZSatO.mp3
Astrud Gilberto,And Roses And Roses,4,3,5,5,5,3,1,2,4,0BEn0rwSyzuvhKgZ7GLbyO,,jazz,tracks/0BEn0rwSyzuvhKgZ7GLbyO.mp3
eRRdeKa,EdoppelR,2,1,1,1,2,4,2,3,1,,UgkxBl1mEDuDJTcfug2835bM33WCjugjBM_p,hip_hop,tracks/UgkxBl1mEDuDJTcfug2835bM33WCjugjBM_p.mp3
Britney Spears,Where Are You Now,1,1,4,4,4,1,1,2,4,4MOBPIIRUgHTBAp0NpgLTm,,pop,tracks/4MOBPIIRUgHTBAp0NpgLTm.mp3
Marvin Gaye,Sexual Healing,4,2,2,5,4,5,3,2,1,3VZmChrnVW8JK6ano4gSED,Ugkx80MBio8Ru7rwkMHlrJ0potrMvWLEoW0z,pop,tracks/Ugkx80MBio8Ru7rwkMHlrJ0potrMvWLEoW0z.mp3
Modern Talking,"You're My Heart, You're My Soul",1,1,2,2,2,4,2,2,1,0Zn63G0XTiqXwr1KSmARWz,,pop,tracks/0Zn63G0XTiqXwr1KSmARWz.mp3
LL Cool J,Around The Way Girl,3,2,2,3,5,5,3,1,1,4Qxv2L4JICAWLFrBV6QeH8,UgkxMbCDRF2FTSOAr1PU6OBHoM-fbiYzsRIR,hip_hop,tracks/UgkxMbCDRF2FTSOAr1PU6OBHoM-fbiYzsRIR.mp3
Ella Fitzgerald,All of Me,2,2,5,2,2,5,3,1,1,0qZo9OzKPzg58Ts9ad4Bcy,,jazz,tracks/0qZo9OzKPzg58Ts9ad4Bcy.mp3
Louis Prima,Buona Sera,3,1,4,3,3,5,4,2,1,0DXm5n7SBxCED9ssTvrx2J,,jazz,tracks/0DXm5n7SBxCED9ssTvrx2J.mp3
Krewella,Marching On,3,2,2,3,3,4,4,2,2,5LVj9daVd1q6fjICKyvl7Y,,electronic,tracks/5LVj9daVd1q6fjICKyvl7Y.mp3
Billie Holiday,The Man I Love,3,3,5,5,5,1,1,2,3,0ndEbK6LnERIPBG6t4gXDX,,jazz,tracks/0ndEbK6LnERIPBG6t4gXDX.mp3
Britney Spears,Baby One More Time,4,2,4,3,2,5,4,2,1,3MjUtNVVq3C8Fn0MP3zhXa,UgkxuNNi-4AibDVoT7ps_OXBcRHSfbERCYCV,pop,tracks/UgkxuNNi-4AibDVoT7ps_OXBcRHSfbERCYCV.mp3
Suff Daddy,K C Vodka,1,1,1,1,2,3,2,4,1,701ScIvdwIVub5swI6ObLG,,hip_hop,tracks/701ScIvdwIVub5swI6ObLG.mp3
Zero 7,In the Waiting Line,3,3,4,5,5,4,2,2,2,5ARrtxJLVCeTv5TWo1oKgC,,electronic,tracks/5ARrtxJLVCeTv5TWo1oKgC.mp3
DMX,X Gon' Give It To Ya,4,2,2,2,2,5,5,1,1,1zzxoZVylsna2BQB65Ppcb,UgkxMeHC_SJHx7meQn7dBLWcFSeJvrcjj8dO,hip_hop,tracks/UgkxMeHC_SJHx7meQn7dBLWcFSeJvrcjj8dO.mp3
Chaka Khan,So Naughty,2,2,2,3,1,4,5,2,2,1CpsuBEVGtEMR8MqoCa3gK,,funk_soul,tracks/1CpsuBEVGtEMR8MqoCa3gK.mp3
Nara Leï¿½o,Acender As Velas,3,3,4,4,4,3,1,1,2,51WPyWMsRCsQL1rLd0D6EO,,jazz,tracks/51WPyWMsRCsQL1rLd0D6EO.mp3
Angus and Julia Stone,Big Jet Plane,3,2,4,3,5,2,1,1,2,3HedB2EwVAj5MAx8xFE1ea,Ugkxv_U_qXBVuH3ODIY2urwJsO0Rm6HEYYJB,pop,tracks/Ugkxv_U_qXBVuH3ODIY2urwJsO0Rm6HEYYJB.mp3
Blumio,Lass Mal ï¿½ber Haie Reden,2,2,1,1,2,5,4,4,1,2cdXF2fdd1q3wXg7VnxzEJ,,hip_hop,tracks/2cdXF2fdd1q3wXg7VnxzEJ.mp3
Chopin,Impromptu No. 2,4,4,5,5,5,4,1,1,2,,Ugkx05j3YY26icMuOHwlJJp28U55tS6W5DP7,classic,tracks/Ugkx05j3YY26icMuOHwlJJp28U55tS6W5DP7.mp3
Freundeskreis,A-N-N-A,1,2,3,3,4,1,1,2,2,6EWtkdeKmVtRjmydTfIR0S,UgkxMgl6-aZs6hkIbjgGKbpferte9SbBUBnx,hip_hop,tracks/UgkxMgl6-aZs6hkIbjgGKbpferte9SbBUBnx.mp3
Bruno Mars,Grenade,4,2,5,4,2,5,4,2,2,4lLtanYk6tkMvooU0tWzG8,Ugkx3jVwXevI7XbHnLHgOGEn0ZGfGnsqz2-I,pop,tracks/Ugkx3jVwXevI7XbHnLHgOGEn0ZGfGnsqz2-I.mp3
Renee Olstead,A Love That Will Last,4,3,5,5,5,3,1,1,2,4bJbSERtCqK9D6DRUPMmMh,,jazz,tracks/4bJbSERtCqK9D6DRUPMmMh.mp3
Green Day,Know Your Enemy,3,3,5,1,2,5,5,2,1,5qtwzv99vOr5UTwnTixn7j,,rock,tracks/5qtwzv99vOr5UTwnTixn7j.mp3
Alex Clare,Too Close,4,4,5,3,4,5,5,2,2,4sK96UnGx3NjBaqvfTG2dm,,electronic,tracks/4sK96UnGx3NjBaqvfTG2dm.mp3
The Head And The Heart,Rivers And Roads,4,2,5,5,5,2,1,1,4,4fN0dQGDaV4Hg7Gd7mBOE0,UgkxgMkVL3kN_NS4-C46e9EgbwNJj1aih8MD,pop,tracks/UgkxgMkVL3kN_NS4-C46e9EgbwNJj1aih8MD.mp3
Heidi Montag,Love It or Leave It,2,2,2,1,2,4,3,3,1,25pVbxHtM3TdDA6hHwvLfW,,pop,tracks/25pVbxHtM3TdDA6hHwvLfW.mp3
Chopin,Etï¿½de Op. 25 No. 1,4,4,4,5,5,3,2,1,1,,Ugkxios79TvKLDWBve4BpQ-gDXjkPQFhbbsT,classic,tracks/Ugkxios79TvKLDWBve4BpQ-gDXjkPQFhbbsT.mp3
Billie Holiday,Strange Fruit,4,3,5,5,5,1,2,2,5,1CTex49P0iWwzUGsMNjgaV,,jazz,tracks/1CTex49P0iWwzUGsMNjgaV.mp3
Panic! at the Disco,Nine In The Afternoon,4,3,3,3,3,5,4,2,1,1S30kHvkkdMkcuCTGSgS41,UgkxpMvawDtC--K3ew0T2xhMArA3w-vcvNHc,pop,tracks/UgkxpMvawDtC--K3ew0T2xhMArA3w-vcvNHc.mp3
Black Eyed Peas,I Gotta Feeling,5,2,5,1,2,5,5,2,1,4kLLWz7srcuLKA7Et40PQR,UgkxHufLO18mbaTP7D7J51qS37IciumNGtZo,pop,tracks/UgkxHufLO18mbaTP7D7J51qS37IciumNGtZo.mp3
Phil Collins,Two Hearts,2,1,5,4,2,5,3,1,1,0vDSWxRlWN0LWsSQdGIPuE,,rock,tracks/0vDSWxRlWN0LWsSQdGIPuE.mp3
The Roots,You Got Me,3,2,4,3,3,2,2,2,2,4pdLZsxq0y5oJDb6Cxlokw,Ugkxu01TdXlyzUBaA1uxYlVxUTn3Z0cXaUh5,hip_hop,tracks/Ugkxu01TdXlyzUBaA1uxYlVxUTn3Z0cXaUh5.mp3
Good Charlotte,I Don't Wanna Be In Love (Dance Floor Anthem),2,2,4,1,2,5,5,2,1,36UVZPoK8a1Oxh13cY8kOp,,rock,tracks/36UVZPoK8a1Oxh13cY8kOp.mp3
Hot Chip,So Glad to See You,2,2,3,4,3,2,1,2,1,0PCYXSyESysJ1Eodxjyn9p,,electronic,tracks/0PCYXSyESysJ1Eodxjyn9p.mp3
Bon Iver,Skinny Love,5,4,5,5,5,4,2,1,2,1HkOPLwAJH3kE8UnqgxF4s,,pop,tracks/1HkOPLwAJH3kE8UnqgxF4s.mp3
Burial,Untrue,2,2,2,2,2,4,3,3,1,1aaIYTqoRDzRUilU2Q6vTe,,electronic,tracks/1aaIYTqoRDzRUilU2Q6vTe.mp3
Candlemass,The Ebony Throne,2,2,3,1,1,1,4,5,2,710qdYprxjsTDzCyW2xUWQ,,rock,tracks/710qdYprxjsTDzCyW2xUWQ.mp3
Busted,Over Now,3,2,5,3,2,4,4,2,4,70uvMWoagPhT9NeymzQxav,,rock,tracks/70uvMWoagPhT9NeymzQxav.mp3
Claptu,sad octopus,3,2,5,4,5,1,1,1,1,6IGd96b2eVkKVhwCW1NJ1e,,hip_hop,tracks/6IGd96b2eVkKVhwCW1NJ1e.mp3
Teena Marie,Revolution,1,3,3,1,2,4,3,1,2,7re1yRjy442DIAIVUgCaBN,,funk_soul,tracks/7re1yRjy442DIAIVUgCaBN.mp3
Action Bronson,Actin Crazy,2,2,1,1,3,4,3,4,1,3clX2NMmjaAHmBjeTSa9vV,UgkxB6BmDvjHIlfMegxsTkAL3QsvWuGjqc8U,hip_hop,tracks/UgkxB6BmDvjHIlfMegxsTkAL3QsvWuGjqc8U.mp3
Prince,Kiss,3,3,5,3,2,5,4,2,1,62LJFaYihsdVrrkgUOJC05,,funk_soul,tracks/62LJFaYihsdVrrkgUOJC05.mp3
The Kooks,Naive,4,3,5,3,4,5,3,1,1,7BHPGtpuuWWsvE7cCaMuEU,UgkxIfqh2W_vjI850bs5t59AQ3eY3r_9m6ib,pop,tracks/UgkxIfqh2W_vjI850bs5t59AQ3eY3r_9m6ib.mp3
B.O.B.,Nothing On You,5,3,4,4,4,5,3,1,1,4X5xWMINgGA6l0GoyYkMcr,UgkxCgXfMr1h4vSaB0uGDI1TrXKL-83WFZyR,pop,tracks/UgkxCgXfMr1h4vSaB0uGDI1TrXKL-83WFZyR.mp3
Who Is Fancy,GOODBYE,4,2,2,4,3,3,2,2,2,6K5xY7EabiBLjd2HuBQIak,,pop,tracks/6K5xY7EabiBLjd2HuBQIak.mp3
Backstreet Boys,Everybody,5,1,5,1,1,5,5,2,1,1di1BEgJYzPvXUuinsYJGP,UgkxLGSKI0SJjf-ZvA0lqIxxIBeF4wnzxeoA,pop,tracks/UgkxLGSKI0SJjf-ZvA0lqIxxIBeF4wnzxeoA.mp3
Lighthouse Family,Ain't No Sunshine,5,4,5,5,5,4,2,2,5,435rQGMojc5C6xJbtjeynu,,funk_soul,tracks/435rQGMojc5C6xJbtjeynu.mp3
Tschaikowski,Schwanensee,5,5,4,4,2,5,4,2,2,,UgkxXJNF8Uu-6OHEdFC3fpjZMqWeBtvWLTG-,classic,tracks/UgkxXJNF8Uu-6OHEdFC3fpjZMqWeBtvWLTG-.mp3
Jennifer Hudson,Moan,4,4,5,5,5,3,5,1,4,5jpo5CggeyVEQSHoXVhBqh,,funk_soul,tracks/5jpo5CggeyVEQSHoXVhBqh.mp3
Melody Gardot,Worrisome Heart,4,3,5,5,5,4,4,2,2,3zh5km8gPDYMiWvmLTsos0,,jazz,tracks/3zh5km8gPDYMiWvmLTsos0.mp3
Public Enemy,Harder Than You Think,4,2,1,1,2,5,5,3,1,5YpZh8wfS4moRBk0ijNcXr,UgkxpVOO0TSOqDoD9F6HShVu3Th8Pvs-qxbq,hip_hop,tracks/UgkxpVOO0TSOqDoD9F6HShVu3Th8Pvs-qxbq.mp3
Nero,My Eyes,3,4,2,1,2,3,5,5,1,4gMIZhJUOCjmQxo1fwhhnK,,electronic,tracks/4gMIZhJUOCjmQxo1fwhhnK.mp3
Cathedral,Hopkins (The Witchfinder General),2,2,2,1,2,4,5,3,1,2BiEmhDluMGJyfG0Dd061S,,rock,tracks/2BiEmhDluMGJyfG0Dd061S.mp3
Rihanna,Umbrella,5,2,5,2,2,5,2,2,1,49FYlytm3dAAraYgpoJZux,UgkxO7FJbeCJsFgWY8VO-TP6bTqL0CGLeQlV,pop,tracks/UgkxO7FJbeCJsFgWY8VO-TP6bTqL0CGLeQlV.mp3
Beck,Tropicalia,3,2,4,3,2,4,2,2,1,6rx6Ew1sday1KvsnD4HNdI,,jazz,tracks/6rx6Ew1sday1KvsnD4HNdI.mp3
Katie Tunstall,Suddenly I See,5,2,3,3,3,5,5,1,1,5p9XWUdvbUzmPCukOmwoU3,Ugkxiw2wzDrVBgD9-ufXze-4AHr4IZN8o3mo,pop,tracks/Ugkxiw2wzDrVBgD9-ufXze-4AHr4IZN8o3mo.mp3
